movie_id,actor_name,character,cast_order
5680,William Morgan Sheppard,Vincent Talbot,1
5680,Daniel Greene,Bob Redding,2
5680,Edie McClurg,Chastity Pariah,3
5680,Susan Kellermann,Patty,4
5680,Jeff Conaway,Travis,5
5680,Ellen Dunning,Robin Meeker,6
5680,Ira Heiden,Bo,7
5680,Scott Morris,Sean,8
5680,Tress MacNeille,Anchorwoman,9
5680,Frank Collison,Billy,10
5961,Pernilla Allwin,Fanny Ekdahl,0
5961,Bertil Guve,Alexander Ekdahl,1
5961,Jan Malmsjö,Bishop Edvard Vergerus,2
5961,Ewa Fröling,Emilie Ekdahl,3
5961,Gunn Wållgren,Helena Ekdahl,4
5961,Börje Ahlstedt,Carl Ekdahl,5
5961,Anna Bergman,Hanna Schwartz,6
5961,Kristina Adolphson,Siri,7
5961,Erland Josephson,Isak Jacobi,8
5961,Mats Bergman,Aron Retzinsky,9
5961,Jarl Kulle,Gustav Adolf Ekdahl,10
5994,Nicolas Cage,Jack Campbell,0
5994,Téa Leoni,Kate Reynolds,1
5994,Don Cheadle,Cash,2
5994,Jeremy Piven,Arnie,3
5994,Saul Rubinek,Alan Mintz,4
5994,Josef Sommer,Peter Lassiter,5
5994,Makenzie Vega,Annie Campbell,6
5994,Jake Milkovich,Josh Campbell,7
5994,Ryan Milkovich,Josh Campbell,8
5994,Lisa Thornhill,Evelyn Thompson,9
5994,Harve Presnell,Big Ed,10
6069,Jack Nicholson,Daryl Van Horne,0
6069,Cher,Alexandra Medford,1
6069,Susan Sarandon,Jane Spofford,2
6069,Michelle Pfeiffer,Sukie Ridgemont,3
6069,Veronica Cartwright,Felicia Alden,4
6069,Richard Jenkins,Clyde Alden,5
6069,Keith Jochim,Walter Neff,6
6069,Carel Struycken,Fidel,7
6069,Helen Lloyd Breed,Mrs. Biddle,8
6069,Caroline Struzik,Carol Medford,9
6069,Michele Sincavage,Ridgemont Child,10
6217,Nastassja Kinski,Irena Gallier,0
6217,Malcolm McDowell,Paul Gallier,1
6217,John Heard,Oliver Yates,2
6217,Annette O'Toole,Alice Perrin,3
6217,Ruby Dee,Female,4
6217,Ed Begley Jr.,Joe Creigh,5
6217,Scott Paulin,Bill Searle,6
6217,Frankie Faison,Det. Brandt,7
6217,Ron Diamond,Detective Ron Diamond,8
6217,Lynn Lowry,Ruthie,9
6217,John Larroquette,Bronte Judson,10
6278,Christian Bale,Quinn Abercromby,0
6278,Matthew McConaughey,Denton Van Zan,1
6278,Izabella Scorupco,Alex Jensen,2
6278,Gerard Butler,Creedy,3
6278,Alexander Siddig,Ajay,4
6278,Scott Moutter,Jared Wilke,5
6278,David Kennedy,Eddie Stax,6
6278,Ned Dennehy,Barlow,7
6278,Rory Keenan,Devon,8
6278,Terence Maynard,Gideon,9
6278,Doug Cockle,Goosh,10
6435,Sandra Bullock,Sally Owens,0
6435,Nicole Kidman,Gillian Owens,1
6435,Stockard Channing,Aunt Frances,2
6435,Dianne Wiest,Aunt Jet,3
6435,Goran Višnjić,Jimmy Angelov,4
6435,Aidan Quinn,Gary Hallet,5
6435,Evan Rachel Wood,Kylie Owens,6
6435,Alexandra Artrip,Antonia Owens,7
6435,Mark Feuerstein,Michael,8
6435,Caprice Benedetti,Maria Owens,9
6435,Annabella Price,Lovelorn Lady,10
6477,Jason Lee,Dave,0
6477,David Cross,Ian,1
6477,Cameron Richardson,Claire,2
6477,Jane Lynch,Gail,3
6477,Justin Long,Alvin (voice),4
6477,Matthew Gray Gubler,Simon (voice),5
6477,Jesse McCartney,Theodore (voice),6
6477,Allison Karman,Female Intern 1,7
6477,Tiara Parker,Female Intern 2,8
6477,Kira Verrastro,Female Intern 3,9
6477,Veronica Alicino,Amy,10
6552,Devon Sawa,Anton,0
6552,Seth Green,Mick,1
6552,Elden Henson,Pnub,2
6552,Jessica Alba,Molly,3
6552,Vivica A. Fox,Debi,4
6552,Jack Noseworthy,Randy,5
6552,Christopher Hart,The Hand,6
6552,Katie Wright,Tanya,7
6552,Sean Whalen,McMacy,8
6552,Nicholas Sadler,Ruck,9
6552,Fred Willard,Dad,10
6589,Jason Lee,Shoeshine / Underdog (voice),0
6589,Peter Dinklage,Dr. Simon Barsinister,1
6589,Jim Belushi,Dan Unger,2
6589,Patrick Warburton,Cad,3
6589,Alex Neuberger,Jack Unger,4
6589,Taylor Momsen,Molly,5
6589,John Slattery,Mayor,6
6589,Amy Adams,Polly Purebred (voice),7
6589,Brad Garrett,Riff Raff (voice),8
6589,Samantha Bee,Principal,9
6589,Timothy Crowe,Police Chief,10
6917,Stephen Dorff,Glen,0
6917,Christa Denton,Al,1
6917,Louis Tripp,"Terrence ""Terry"" Chandler",2
6917,Kelly Rowan,Lori Lee,3
6917,Jennifer Irwin,Linda Lee,4
6917,Deborah Grover,Mom,5
6917,Ingrid Veninger,Paula,6
6917,Linda Goranson,Terry's Mom,7
6917,Scot Denton,Dad,8
6917,Sean Fagan,Eric,9
6917,Carl Kraines,Workman,10
6978,Kurt Russell,Jack Burton,0
6978,Kim Cattrall,Gracie Law,1
6978,Dennis Dun,Wang Chi,2
6978,James Hong,David Lo Pan,3
6978,Victor Wong,Egg Shen,4
6978,Kate Burton,Margo,5
6978,Donald Li,Eddie Lee,6
6978,Carter Huang Chia-Ta,Thunder,7
6978,Peter Kwong,Rain,8
6978,James Pax,Lightning,9
6978,Suzee Pai,Miao Yin,10
7091,Nicolas Cage,Peter Loew,0
7091,María Conchita Alonso,Alva Restrepo,1
7091,Jennifer Beals,Rachel,2
7091,Elizabeth Ashley,Dr. Glaser,3
7091,Kasi Lemmons,Jackie,4
7091,Robert Lujan,Emilio,5
7091,Jessica Lundy,Sharon,6
7091,Johnny Walker,Donald,7
7091,Boris Lyoskin,Fantasy Cabbie,8
7091,Michael Knowles,Andrew,9
7091,John Michael Higgins,Ed,10
7840,Steven Strait,D’Leh,0
7840,Camilla Belle,Evolet,1
7840,Cliff Curtis,Tic-Tic,2
7840,Nathanael Baring,Baku,3
7840,Mo Zinal,Ka’Ren,4
7840,Affif Ben Badra,Warlord,5
7840,Mona Hammond,Old Mother,6
7840,Marco Khan,One-Eye,7
7840,Reece Ritchie,Moha,8
7840,Joel Fry,Lu’Kibu,9
7840,Joel Virgel,Nakudu,10
7980,Saoirse Ronan,Susie Salmon,0
7980,Mark Wahlberg,Jack Salmon,1
7980,Rachel Weisz,Abigail Salmon,2
7980,Susan Sarandon,Grandma Lynn,3
7980,Stanley Tucci,George Harvey,4
7980,Rose McIver,Lindsey Salmon,5
7980,Michael Imperioli,Len Fenerman,6
7980,Carolyn Dando,Ruth Connors,7
7980,Christian Ashdale,Buckley Salmon,8
7980,Reece Ritchie,Ray Singh,9
7980,Nikki SooHoo,Holly,10
7985,Christina Ricci,Penelope Wilhern,0
7985,James McAvoy,Johnny/Max,1
7985,Catherine O'Hara,Jessica Wilhern,2
7985,Peter Dinklage,Lemon,3
7985,Richard E. Grant,Franklin Wilhern,4
7985,Reese Witherspoon,Annie,5
7985,Simon Woods,Edward Vanderman,6
7985,Ronni Ancona,Wanda,7
7985,Nigel Havers,Mr. Vanderman,8
7985,Lenny Henry,Krull,9
7985,Christina Greatrex,Mrs. Vanderman,10
8009,Christopher Lambert,Connor 'The Highlander' MacLeod,0
8009,Roxanne Hart,Brenda J. Wyatt,1
8009,Clancy Brown,Victor 'The Kurgan' Kruger,2
8009,Sean Connery,Juan Sanchez Villa-Lobos Ramirez,3
8009,Beatie Edney,Heather MacLeod,4
8009,Alan North,Lieutenant Frank Moran,5
8009,Jon Polito,Det. Walter Bedsoe,6
8009,Sheila Gish,Rachel Ellenstein,7
8009,Hugh Quarshie,Sunda Kastagir,8
8009,Peter Diamond,Aman Fasil,9
8009,Billy Hartman,Dugal MacLeod,10
8054,Christopher Plummer,Doctor Parnassus,0
8054,Lily Cole,Valentina,1
8054,Heath Ledger,Tony,2
8054,Andrew Garfield,Anton,3
8054,Verne Troyer,Percy,4
8054,Tom Waits,Devil,5
8054,Johnny Depp,Imaginarium Tony 1,6
8054,Jude Law,Imaginarium Tony 2,7
8054,Colin Farrell,Imaginarium Tony 3,8
8054,Fraser Aitcheson,Dancing Policeman,9
8054,Bart Anderson,Young Boy's Father,10
8067,Ewan McGregor,Robert Lewis,0
8067,Cameron Diaz,Celine Naville,1
8067,Holly Hunter,O'Reilly,2
8067,Delroy Lindo,Jackson,3
8067,Ian Holm,Mr. Naville,4
8067,Maury Chaykin,Tod Johnson,5
8067,Dan Hedaya,Gabriel,6
8067,Stanley Tucci,Elliot Zweikel,7
8067,Ian McNeice,Mayhew,8
8067,Tony Shalhoub,Al,9
8067,Christopher Gorham,Walt,10
8204,Freddie Highmore,Jared Grace / Simon Grace,0
8204,Sarah Bolger,Mallory Grace,1
8204,David Strathairn,Arthur Spiderwick,2
8204,Mary-Louise Parker,Helen Grace,3
8204,Nick Nolte,Mulgarath,4
8204,Joan Plowright,Aunt Lucinda Spiderwick,5
8204,Andrew McCarthy,Richard Grace,6
8204,Seth Rogen,Hogsqueal (voice),7
8204,Martin Short,Thimbletack (voice),8
8204,Jordy Benattar,Young Lucinda Spiderwick,9
8204,Lise Durocher-Viens,Mrs. Spiderwick,10
8392,Noriko Hidaka,Satsuki Kusakabe (voice),0
8392,Chika Sakamoto,Mei Kusakabe (voice),1
8392,Hitoshi Takagi,Totoro (voice),2
8392,Shigesato Itoi,Tatsuo Kusakabe (voice),3
8392,Sumi Shimamoto,Yasuko Kusakabe (voice),4
8392,Tanie Kitabayashi,Granny (voice),5
8392,Toshiyuki Amagasa,Kanta Ogaki (voice),6
8392,Yuko Maruyama,Kanta's Mother (voice),7
8392,Masashi Hirose,Kanta's Father (voice),8
8392,Reiko Suzuki,Kanta's Aunt (voice),9
8392,Machiko Washio,Teacher (voice),10
8698,Sean Connery,Allan Quatermain,0
8698,Naseeruddin Shah,Captain Nemo,1
8698,Shane West,Tom Sawyer,2
8698,Peta Wilson,Mina Harker,3
8698,Stuart Townsend,Dorian Gray,4
8698,Jason Flemyng,Dr. Henry Jekyll / Edward Hyde,5
8698,Tony Curran,Rodney Skinner / The Invisible Man,6
8698,Richard Roxburgh,M,7
8698,Max Ryan,Dante,8
8698,Tom Goodman-Hill,Sanderson Reed,9
8698,David Hemmings,Nigel,10
8839,Christina Ricci,Kat,0
8839,Bill Pullman,Dr. James Harvey,1
8839,Cathy Moriarty,Carrigan,2
8839,Eric Idle,Dibs,3
8839,Malachi Pearson,Casper (voice),4
8839,Joe Alaskey,Stinkie (voice),5
8839,Joe Nipote,Stretch (voice),6
8839,Brad Garrett,Fatso (voice),7
8839,Devon Sawa,Casper on Screen,8
8839,Chauncey Leopardi,Nicky,9
8839,Spencer Vrooman,Andreas,10
8840,Dennis Quaid,Bowen,0
8840,Sean Connery,Draco (voice),1
8840,David Thewlis,King Einon,2
8840,Dina Meyer,Kara,3
8840,Pete Postlethwaite,Gilbert,4
8840,Jason Isaacs,Lord Felton,5
8840,Brian Thompson,Brok,6
8840,Julie Christie,Queen Aislinn,7
8840,Lee Oakes,Young (Prince) Einon,8
8840,Wolf Christian,Hewe,9
8840,Terry O'Neill,Redbeard,10
8844,Robin Williams,Alan Parrish,0
8844,Kirsten Dunst,Judy Shepherd,1
8844,Bradley Pierce,Peter Shepherd,2
8844,Bonnie Hunt,Sarah Whittle,3
8844,Jonathan Hyde,Samuel Alan Parrish / Van Pelt,4
8844,Bebe Neuwirth,Nora Shepherd,5
8844,David Alan Grier,Carl Bentley,6
8844,Adam Hann-Byrd,Young Alan,7
8844,Patricia Clarkson,Carol Anne Parrish,8
8844,Laura Bell Bundy,Young Sarah,9
8844,James Handy,Exterminator,10
8850,Alec Baldwin,Lamont Cranston / The Shadow,0
8850,John Lone,Shiwan Khan,1
8850,Penelope Ann Miller,Margo Lane,2
8850,Peter Boyle,Moe Shrevnitz,3
8850,Ian McKellen,Dr. Reinhardt Lane,4
8850,Tim Curry,Farley Claymore,5
8850,Jonathan Winters,Wainwright Barth,6
8850,Sab Shimono,Dr. Roy Tam,7
8850,Brady Tsurutani,Tulku,8
8850,James Hong,Li Peng,9
8850,Joseph Maher,Isaac Newboldt,10
8871,Jim Carrey,Grinch,0
8871,Taylor Momsen,Cindy Lou Who,1
8871,Jeffrey Tambor,Mayor Augustus Maywho,2
8871,Christine Baranski,Martha May Whovier,3
8871,Bill Irwin,Lou Lou Who,4
8871,Molly Shannon,Betty Lou Who,5
8871,Clint Howard,Whobris,6
8871,Josh Ryan Evans,8-Year-Old Grinch,7
8871,Mindy Sterling,Clarnella,8
8871,Bryce Dallas Howard,Surprised Who,9
8871,Lacey Kohl,Christina Whoterberry,10
8953,Keiko Aizawa,Ray's Mother (voice),0
8953,Aiko Hibi,Thomas (voice),1
8953,Manami Konishi,Scarlett O'Hara St. Jones (voice),2
8953,Anne Suzuki,James Ray Steam (voice),3
8953,Sanae Kobayashi,Emma (voice),4
8953,Katsuo Nakamura,Dr. Lloyd Steam (voice),5
8953,Masane Tsukayama,Dr. Edward 'Eddy' Steam (voice),6
8953,Satoru Sato,Archibald Simon (voice),7
8953,Susumu Terajima,Alfred Smith (voice),8
8953,Kiyoshi Kodama,Robert Stephenson (voice),9
8953,Tetsu Inada,Jason (voice),10
8960,Will Smith,John Hancock,0
8960,Charlize Theron,Mary,1
8960,Jason Bateman,Ray,2
8960,Jae Head,Aaron,3
8960,Eddie Marsan,Red,4
8960,David Mattey,Man Mountain,5
8960,Maetrix Fitten,Matrix,6
8960,Thomas Lennon,Mike,7
8960,Johnny Galecki,Jeremy,8
8960,Hayley Marie Norman,Hottie,9
8960,Dorothy Cecchi,Woman in Dive Bar,10
8965,James Arnold Taylor,Milo (voice),0
8965,Cree Summer,Kida (voice),1
8965,John Mahoney,Whitmore (voice),2
8965,Jacqueline Obradors,Audrey / Nurse (voice),3
8965,Don Novello,Vinny (voice),4
8965,Corey Burton,Mole (voice),5
8965,Phil Morris,Sweet (voice),6
8965,Florence Stanley,Packard (voice),7
8965,Steven Barr,Cookie (voice),8
8965,Frank Welker,Obby / Mantell (voice),9
8965,Clancy Brown,Volgud (voice),10
8966,Kristen Stewart,Bella Swan,0
8966,Robert Pattinson,Edward Cullen,1
8966,Billy Burke,Charlie Swan,2
8966,Peter Facinelli,Dr. Carlisle Cullen,3
8966,Ashley Greene,Alice Cullen,4
8966,Jackson Rathbone,Jasper,5
8966,Nikki Reed,Rosalie,6
8966,Kellan Lutz,Emmet Cullen,7
8966,Elizabeth Reaser,Esme Cullen,8
8966,Taylor Lautner,Jacob Black,9
8966,Gil Birmingham,Billy Black,10
8967,Brad Pitt,Mr. O'Brien,0
8967,Jessica Chastain,Mrs. O'Brien,1
8967,Hunter McCracken,Young Jack,2
8967,Sean Penn,Jack,3
8967,Fiona Shaw,Grandmother,4
8967,Tye Sheridan,Steve,5
8967,Laramie Eppler,R.L.,6
8967,Will Wallace,Architect,7
8967,Nicolas Gonda,Mr. Reynolds,8
8967,Jessica Fuselier,Guide,9
8967,Kelly Koonce,Father Haynes,10
8989,John Lithgow,George Henderson,0
8989,Melinda Dillon,Nancy Henderson,1
8989,Don Ameche,Dr. Wallace Wrightwood,2
8989,David Suchet,Jacques Lafleur,3
8989,Margaret Langrick,Sarah Henderson,4
8989,Joshua Rudoy,Ernie Henderson,5
8989,M. Emmet Walsh,George Henderson Sr.,6
8989,John Bloom,Feet,7
8989,Lainie Kazan,Irene Moffitt,8
8989,Kevin Peter Hall,Harry,9
8989,William Ontiveros,Sgt. Mancini,10
9007,Reese Witherspoon,Dr. Elizabeth Masterson,0
9007,Mark Ruffalo,David Abbott,1
9007,Donal Logue,Jack Houriskey,2
9007,Dina Spybey-Waters,Abby Brody,3
9007,Ben Shenkman,Dr. Brett Rushton,4
9007,Jon Heder,Darryl,5
9007,Ivana Miličević,Katrina,6
9007,Caroline Aaron,Grace,7
9007,Rosalind Chao,Fran,8
9007,Ron Canada,Dr. Walsh,9
9007,Willie Garson,Maitre D',10
9016,Joseph Gordon-Levitt,Jim Hawkins (voice),0
9016,Brian Murray,John Silver (voice),1
9016,Emma Thompson,Captain Amelia (voice),2
9016,David Hyde Pierce,Doctor Doppler (voice),3
9016,Martin Short,B.E.N. (voice),4
9016,Dane A. Davis,Morph (voice),5
9016,Michael Wincott,Scroop (voice),6
9016,Laurie Metcalf,Sarah (voice),7
9016,Roscoe Lee Browne,Mr. Arrow (voice),8
9016,Patrick McGoohan,Billy Bones (voice),9
9016,Corey Burton,Onus (voice),10
9021,Tim Allen,Scott Calvin / Santa / Toy Santa,0
9021,Judge Reinhold,Neil Miller,1
9021,Wendy Crewson,Laura Miller,2
9021,Elizabeth Mitchell,Carol Newman,3
9021,David Krumholtz,Bernard,4
9021,Eric Lloyd,Charlie Calvin,5
9021,Spencer Breslin,Curtis,6
9021,Liliana Mumy,Lucy Miller,7
9021,Danielle Woodman,Abby,8
9021,Art LaFleur,Tooth Fairy,9
9021,Aisha Tyler,Mother Nature,10
9067,Lori Petty,Rebecca / Tank Girl,0
9067,Naomi Watts,Jet Girl,1
9067,Malcolm McDowell,Kesslee,2
9067,Ice-T,T-Saint,3
9067,Jeff Kober,Booga,4
9067,Reg E. Cathey,Deetee,5
9067,Scott Coffey,Donner,6
9067,Don Harvey,Sgt. Small,7
9067,Ann Cusack,Sub Girl,8
9067,Iggy Pop,Rat Face,9
9067,James Hong,Che'tsai,10
9070,Karan Ashley,Aisha Campbell / Yellow Ranger,0
9070,Johnny Yong Bosch,Adam Park / Black Ranger,1
9070,Steve Cardenas,Rocky DeSantos / Red Ranger,2
9070,Jason David Frank,Tommy Oliver / White Ranger,3
9070,Amy Jo Johnson,Kimberly Hart / Pink Ranger,4
9070,David Yost,Billy Cranston / Blue Ranger,5
9070,Jason Narvy,Skull,6
9070,Paul Schrier,Bulk,7
9070,Paul Freeman,Ivan Ooze,8
9070,Richard Steven Horvitz,Alpha 5 (voice),9
9070,Nicholas Bell,Zordon,10
9078,Sebastian Cabot,The Narrator/Sir Ector (voice),0
9078,Karl Swenson,Merlin (voice),1
9078,Junius Matthews,Archimedes the Owl (voice),2
9078,Martha Wentworth,Madam Mim / Old Lady Squirrel (voice),3
9078,Norman Alden,Kay (voice),4
9078,Rickie Sorensen,Wart (voice),5
9078,Ginny Tyler,Little Girl Squirrel (voice),6
9078,Alan Napier,Sir Pellinore (voice),7
9078,Richard Reitherman,Wart (voice),8
9078,Robert Reitherman,Wart (voice),9
9078,Barbara Jo Allen,Scullery Maid (voice) (uncredited),10
9081,Ethan Hawke,Jesse,0
9081,Julie Delpy,Celine,1
9081,Wiley Wiggins,Main Character,2
9081,Bill Wise,Boat Car Guy,3
9081,Alex E. Jones,Man in Car with P.A.,4
9081,Steven Soderbergh,Interviewed on Television,5
9081,Ken Webster,Bartender,6
9081,Charles Gunning,Angry Man in Jail,7
9081,Lorelei Linklater,Young Girl Playing Paper Game,8
9081,Trevor Jack Brooks,Young Boy Playing Paper Game,9
9081,Glover Gill,Accordion Player,10
9100,Robin Tunney,Sarah,0
9100,Fairuza Balk,Nancy,1
9100,Neve Campbell,Bonnie,2
9100,Rachel True,Rochelle,3
9100,Skeet Ulrich,Chris,4
9100,Christine Taylor,Laura Lizzie,5
9100,Breckin Meyer,Mitt,6
9100,Nathaniel Marston,Trey,7
9100,Cliff DeYoung,Mr. Bailey,8
9100,Assumpta Serna,Lirio,9
9100,Helen Shaver,Grace,10
9294,John Travolta,George Malley,0
9294,Kyra Sedgwick,Lace Pennamin,1
9294,Forest Whitaker,Nate Pope,2
9294,Robert Duvall,Doc,3
9294,Jeffrey DeMunn,Professor Ringold,4
9294,Richard Kiley,Dr. Wellin,5
9294,David Gallagher,Al,6
9294,Ashley Buccille,Glory,7
9294,Tony Genaro,Tito,8
9294,Sean O'Bryan,Banes,9
9294,Michael Milhoan,Jimmy,10
9297,Mitchel Musso,DJ (voice),0
9297,Sam Lerner,Chowder (voice),1
9297,Spencer Locke,Jenny (voice),2
9297,Steve Buscemi,Nebbercracker (voice),3
9297,Maggie Gyllenhaal,Zee (voice),4
9297,Kevin James,Officer Landers (voice),5
9297,Nick Cannon,Officer Lister (voice),6
9297,Jon Heder,"Reginald ""Skull"" Skulinski (voice)",7
9297,Jason Lee,Bones (voice),8
9297,Catherine O'Hara,Mom (voice),9
9297,Fred Willard,Dad (voice),10
9304,Michael Keaton,Doug Kinney,0
9304,Andie MacDowell,Laura Kinney,1
9304,Harris Yulin,Leeds,2
9304,Eugene Levy,Vic,3
9304,Zack Duhame,Zack Kinney,4
9304,Katie Schlossberg,Jennifer Kinney,5
9304,Richard Masur,Del King,6
9304,Ann Cusack,Noreen,7
9304,John de Lancie,Ted,8
9304,Judith Kahan,Franny,9
9304,Brian Doyle-Murray,Walt,10
9312,Robin Shou,Liu Kang,0
9312,Linden Ashby,Johnny Cage,1
9312,Bridgette Wilson-Sampras,Sonya Blade,2
9312,Christopher Lambert,Lord Raiden,3
9312,Cary-Hiroyuki Tagawa,Shang Tsung,4
9312,Talisa Soto,Princess Kitana,5
9312,Trevor Goddard,Kano,6
9312,Chris Casamassa,Scorpion,7
9312,François Petit,Sub-Zero,8
9312,Keith Cooke,Reptile,9
9312,Tom Woodruff Jr.,Goro (uncredited),10
9327,Eddie Murphy,Sherman Klump / Buddy Love / Lance Perkins / Papa Klump / Mama Klump / Grandma Klump / Ernie Klump,0
9327,Jada Pinkett Smith,Carla Purty,1
9327,James Coburn,Harlan Hartley,2
9327,Larry Miller,Dean Richmond,3
9327,Dave Chappelle,Reggie Warrington,4
9327,John Ales,Jason,5
9327,Patricia Wilson,Dean's Secretary,6
9327,Jamal Mixon,"Ernie Klump, Jr.",7
9327,Nichole McAuley,Fit Woman,8
9327,Hamilton von Watts,Health Instructor,9
9327,Chao-Li Chi,Asian Man,10
9334,Dwayne Johnson,Mathayus / The Scorpion King,0
9334,Steven Brand,Memnon,1
9334,Michael Clarke Duncan,Balthazar,2
9334,Sherri Howard,Queen Isis,3
9334,Bernard Hill,Philos,4
9334,Grant Heslov,Arpid,5
9334,Kelly Hu,Cassandra,6
9334,Peter Facinelli,Takmet,7
9334,Ralf Moeller,Thorak,8
9334,Branscombe Richmond,Jesup,9
9334,Roger Rees,King Pheron,10
9339,Adam Sandler,Michael Newman,0
9339,Kate Beckinsale,Donna Newman,1
9339,Christopher Walken,Morty,2
9339,David Hasselhoff,Ammer,3
9339,Henry Winkler,Ted,4
9339,Julie Kavner,Trudy,5
9339,Sean Astin,Bill,6
9339,Joseph Castanon,Ben at 7 years old,7
9339,Jonah Hill,Ben at 17 years old,8
9339,Jake Hoffman,Ben at 22-30 years old,9
9339,Tatum McCann,Samantha at 5 years old,10
9374,Meryl Streep,Madeline Ashton Menville,0
9374,Goldie Hawn,Helen Sharp,1
9374,Bruce Willis,Dr. Ernest Menville,2
9374,Isabella Rossellini,Lisle von Rhuman,3
9374,Ian Ogilvy,Chagall,4
9374,Adam Storke,Dakota,5
9374,Alaina Reed Hall,Psychologist,6
9374,Nancy Fish,Rose,7
9374,Michelle Johnson,Anna,8
9374,Mary Ellen Trainor,Vivian Adams,9
9374,William Frankfather,Mr. Franklin,10
9387,Arnold Schwarzenegger,Conan,0
9387,James Earl Jones,Thulsa Doom,1
9387,Max von Sydow,King Osric,2
9387,Sandahl Bergman,Valeria,3
9387,Ben Davidson,Rexor,4
9387,Cassandra Gava,The Witch,5
9387,Gerry Lopez,Subotai,6
9387,Mako,The Wizard / Narrator,7
9387,Valérie Quennessen,The Princess,8
9387,William Smith,Conan's Father,9
9387,Luis Barboo,Red Hair,10
9406,Tom Everett Scott,Andy McDermott,0
9406,Julie Delpy,Serafine Pigot,1
9406,Vince Vieluf,Brad,2
9406,Phil Buckman,Chris,3
9406,Julie Bowen,Amy Finch,4
9406,Pierre Cosso,Claude,5
9406,Thierry Lhermitte,Dr. Thierry Pigot,6
9406,Maria Machado,Chief Bonnet,7
9406,Tom Novembre,Inspector LeDuc,8
9406,Serge Basso,Officer with Flashlight,9
9406,Charles Maquignon,Bouncer,10
9444,Meg Ryan,Anastasia (voice),0
9444,John Cusack,Dimitri (voice),1
9444,Kelsey Grammer,Vladimir (voice),2
9444,Christopher Lloyd,Rasputin (voice),3
9444,Hank Azaria,Bartok (voice),4
9444,Bernadette Peters,Sophie (voice),5
9444,Kirsten Dunst,Young Anastasia (voice),6
9444,Angela Lansbury,Dowager Empress Marie (voice),7
9444,Rick Jones,Czar Nicholas / Servant / Rev. Soldier / Ticket Agent (voice),8
9444,Andrea Martin,Phlegmenkoff / Old Woman (voice),9
9444,Glenn Walker Harris Jr.,Young Dimitri (voice),10
9449,John Goodman,Ocious P. Potter,0
9449,Mark Williams,Exterminator Jeff,1
9449,Jim Broadbent,Pod Clock,2
9449,Celia Imrie,Homily Clock,3
9449,Flora Newbigin,Arrietty Clock,4
9449,Tom Felton,Peagreen Clock,5
9449,Raymond Pickard,Spiller,6
9449,Bradley Pierce,Pete Lender,7
9449,Aden Gillett,Joe Lender,8
9449,Doon Mackichan,Victoria Lender,9
9449,Hugh Laurie,Officer Steady,10
9463,Kaneto Shiozawa,D (voice),0
9463,Michie Tomizawa,Doris Lang (voice),1
9463,Seizo Kato,Count Magnus Lee (voice),2
9463,Ichiro Nagai,Left Hand / Narrator (voice),3
9463,Kazuyuki Sogabe,Rei Ginsei (voice),4
9463,Kan Tokumaru,Danton (voice),5
9463,Kazuko Yanaga,Older Snake Sister (voice),6
9463,Kazumi Tanaka,O'Reilly (voice),7
9463,Keiko Toda,Dan Lang (voice),8
9463,Motomu Kiyokawa,Dr. Feringo (voice),9
9463,Yasuo Muramatsu,Roman (voice),10
9470,Stephen Chow,Sing,0
9470,Yuen Qiu,Landlady,1
9470,Yuen Wah,Landlord,2
9470,Lam Tze-Chung,Sing's Sidekick,3
9470,Bruce Leung Siu-Lung,The Beast,4
9470,Eva Huang Shengyi,Fong,5
9470,Danny Chan Kwok-Kwan,Brother Sum,6
9470,Chiu Chi-Ling,Tailor,7
9470,Xing Yu,Coolie,8
9470,Zhihua Dong,Donut,9
9470,Tenky Tin Kai-Man,Axe Gang Advisor,10
9479,Danny Elfman,Jack Skellington (singing) / Barrel / Clown with the Tear away Face (voice),0
9479,Chris Sarandon,Jack Skellington (voice),1
9479,Catherine O'Hara,Sally / Shock (voice),2
9479,William Hickey,Dr. Finkelstein (voice),3
9479,Glenn Shadix,Mayor (voice),4
9479,Paul Reubens,Lock (voice),5
9479,Ken Page,Oogie Boogie (voice),6
9479,Edward Ivory,Santa Claus (voice),7
9479,Susan McBride,Big Witch / WWD. (voice),8
9479,Debi Durst,Corpse Kid / Corpse Mom / Small Witch (voice),9
9479,Greg Proops,Harlequin Demon / Devil / Sax Player (voice),10
9480,Ben Affleck,Matt Murdock / Daredevil,0
9480,Jennifer Garner,Elektra Natchios,1
9480,Colin Farrell,Bullseye,2
9480,Michael Clarke Duncan,Wilson Fisk / The Kingpin,3
9480,Jon Favreau,"Franklin ""Foggy"" Nelson",4
9480,Scott Terra,Young Matt,5
9480,Ellen Pompeo,Karen Page,6
9480,Joe Pantoliano,Ben Urich,7
9480,Leland Orser,Wesley Owen Welch,8
9480,Lennie Loftin,Nick Manolis,9
9480,Erick Avari,Nikolas Natchios,10
9495,Brandon Lee,Eric,0
9495,Rochelle Davis,Sarah,1
9495,Ernie Hudson,Albrecht,2
9495,Michael Wincott,Top Dollar,3
9495,Bai Ling,Myca,4
9495,Sofia Shinas,Shelly,5
9495,Anna Thomson,Darla,6
9495,David Patrick Kelly,T-Bird,7
9495,Angel David,Skank,8
9495,Laurence Mason,Tin Tin,9
9495,Michael Massee,Funboy,10
9543,Jake Gyllenhaal,Prince Dastan,0
9543,Gemma Arterton,Tamina,1
9543,Ben Kingsley,Nizam,2
