movie_id,actor_name,character,cast_order
18823,Pete Postlethwaite,Spyros,7
18823,Polly Walker,Cassiopeia,8
18823,Ashraf Barhom,Ozal,9
18823,Elizabeth McGovern,Marmara,10
18843,Kyla Pratt,Maya Dolittle,0
18843,Kristen Wilson,Lisa Dolittle,1
18843,Walker Howard,Bo Jones,2
18843,John Amos,Jud,3
18843,Luciana Carro,Brooklyn Webster,4
18843,Tommy Snider,Clayton,5
18843,Calum Worthy,Tyler,6
18843,Ryan McDonell,Skip,7
18843,Chenier Hundal,Chip,8
18843,Tara Wilson,Kiki,9
18843,John Novak,Walter,10
18937,Jessalyn Gilsig,Kayley (voice),0
18937,Andrea Corr,Kayley (singing voice),1
18937,Cary Elwes,Garrett (voice),2
18937,Bryan White,Garrett (singing voice),3
18937,Gary Oldman,Ruber (voice),4
18937,Eric Idle,Devon (voice),5
18937,Don Rickles,Cornwall (voice),6
18937,Jane Seymour,Juliana (voice),7
18937,Céline Dion,Juliana (singing voice),8
18937,Pierce Brosnan,King Arthur (voice),9
18937,Steve Perry,King Arthur (singing voice),10
19101,Liesel Matthews,Sara Crewe,0
19101,Eleanor Bron,Miss Minchin,1
19101,Liam Cunningham,Capt. Crewe / Prince Rama,2
19101,Rusty Schwimmer,Amelia Minchin,3
19101,Vanessa Lee Chester,Becky,4
19101,Rachael Bella,Betsy,5
19101,Camilla Belle,Jane,6
19101,Kelsey Mulrooney,Lottie,7
19101,Lauren Blumenfeld,Rosemary,8
19101,Vincent Schiavelli,Mr. Barrow,9
19101,Time Winters,Frances (Milkman),10
19585,Sam Rockwell,Darwin the Guinea Pig (voice),0
19585,Jon Favreau,Hurley the Guinea Pig (voice),1
19585,Tracy Morgan,Blaster the Guinea Pig (voice),2
19585,Penélope Cruz,Juarez the Guinea Pig (voice),3
19585,Nicolas Cage,Speckles the Mole (voice),4
19585,Dee Bradley Baker,Mooch the Fly (voice),5
19585,Bill Nighy,Leonard Saber,6
19585,Will Arnett,Kip Killian,7
19585,Zach Galifianakis,Ben,8
19585,Kelli Garner,Marcie,9
19585,Steve Buscemi,Bucky the Hamster (voice),10
19724,Eddie Murphy,Evan Danielson,0
19724,Thomas Haden Church,Johnny Whitefeather,1
19724,Yara Shahidi,Olivia Danielson,2
19724,Ronny Cox,Tom Stevens,3
19724,Stephen Rannazzisi,Noah Kulick,4
19724,Nicole Ari Parker,Tricia Danielson,5
19724,DeRay Davis,John Strother,6
19724,Vanessa Williams,Lori Strother,7
19724,Martin Sheen,Dante D'Enzo,8
19724,Lauren Weedman,Rose,9
19724,Timm Sharp,Tod,10
19901,Ethan Hawke,Edward Dalton,0
19901,Sam Neill,Charles Bromley,1
19901,Willem Dafoe,Lionel 'Elvis' Cormac,2
19901,Claudia Karvan,Audrey Bennett,3
19901,Isabel Lucas,Alison Bromley,4
19901,Vince Colosimo,Christopher Caruso,5
19901,Jay Laga'aia,Senator Turner,6
19901,Michael Dorman,Frankie Dalton,7
19901,Harriet Minto-Day,Lisa Barrett,8
19901,Tiffany Lamb,News Reader,9
19901,Mungo McKay,Colin Briggs,10
19933,Deanna Oliver,Toaster (voice),0
19933,Jon Lovitz,The Radio (voice),1
19933,Timothy Stack,Lampy / Zeke (voice),2
19933,Phil Hartman,Air Conditioner / Hanging Lamp (voice),3
19933,Timothy E. Day,Blanky / Young Rob (The Master) (voice),4
19933,Thurl Ravenscroft,Kirby (voice),5
19933,Joe Ranft,Elmo St. Peters (voice),6
19933,Judy Toll,Mish-Mash / Two-Face Sewing Machine (voice),7
19933,Wayne Kaatz,Rob (The Master) (voice),8
19933,Colette Savage,Chris (voice),9
19933,Mindy Sterling,Mother / Two-Face Sewing Machine (voice) (as Mindy Stern),10
20123,Davor Dujmović,Perhan,0
20123,Borivoje Todorović,Ahmed,1
20123,Ljubica Adžović,Hatidža,2
20123,Husnija Hasimović,Merdzan,3
20123,Sinolička Trpkova,Azra,4
20123,Zabit Memedov,Zabit,5
20123,Elvira Sali,Danira,6
20123,Suada Karišik,Dzamila,7
20312,James Marsden,Neal Oliver,0
20312,Gary Oldman,O.W. Grant,1
20312,Amy Smart,Lynn Linden,2
20312,Christopher Lloyd,Ray,3
20312,Chris Cooper,Bob Cody,4
20312,Matthew Edison,Quincy,5
20312,Wayne Robson,Tolbert,6
20312,Michael J. Fox,Mr. Baker,7
20312,John Bourgeois,Dad,8
20312,Melyssa Ade,Sally,9
20312,Paul Brogren,Zack,10
20481,Craig Sheffer,Aaron Boone,0
20481,Anne Bobby,Lori Desinger,1
20481,David Cronenberg,Dr. Philip K. Decker,2
20481,Charles Haid,Captain Eigerman,3
20481,Hugh Quarshie,Detective Joyce,4
20481,Hugh Ross,Narcisse,5
20481,Doug Bradley,Dirk Lylesberg,6
20481,Catherine Chevalier,Rachel,7
20481,Malcolm Smith,Ashberry,8
20481,Bob Sessions,Pettine,9
20481,Oliver Parker,Peloquin,10
20558,Casey Kasem,Shaggy Rogers (voice),0
20558,Frank Welker,Fred Jones / Scooby-Doo (voice),1
20558,Mindy Cohn,Velma Dinkley (voice),2
20558,Grey DeLisle,Daphne Blake / Natasha (voice),3
20558,Christine Baranski,Amelia von Butch (voice),4
20558,Ajay Naidu,Prince Omar (voice),5
20558,Ron Perlman,"Hotep / Ancient One #2 (voice)",6
20558,Jeremy Piven,Rock Rivers (voice),7
20558,Wynton Marsalis,Campbell (voice),8
20558,Oded Fehr,Amahl Ali Akbar (voice),9
20558,Virginia Madsen,Cleopatra (voice),10
20701,Debbie Harry,Betty (Wraparound Story),0
20701,Matthew Lawrence,Timmy (Wraparound Story),1
20701,David Forrester,Priest (Wraparound Story),2
20701,Christian Slater,Andy (segment ‘Lot 249’),3
20701,Robert Sedgwick,Lee (segment ‘Lot 249’),4
20701,Steve Buscemi,Bellingham (segment ‘Lot 249’),5
20701,Donald Van Horn,Moving Man (segment ‘Lot 249’),6
20701,Michael Deak,Mummy (segment ‘Lot 249’),7
20701,Julianne Moore,Susan (segment ‘Lot 249’),8
20701,George Guidall,"Museum Director (segment ""Lot 249"")",9
20701,Ralph Marrero,"Cabbie (segment ""Lot 249"")",10
20856,Carter Jenkins,Tom Pearson,0
20856,Austin Butler,Jake Pearson,1
20856,Ashley French,Bethany Pearson,2
20856,Ashley Boettcher,Hannah Pearson,3
20856,Robert Hoffman,Ricky Dillman,4
20856,Doris Roberts,Nana Rose Pearson,5
20856,Henri Young,Art Pearson,6
20856,Regan Young,Lee Pearson,7
20856,Kevin Nealon,Stuart Pearson,8
20856,Gillian Vigman,Nina Pearson,9
20856,Andy Richter,Uncle Nathan Pearson,10
20982,Junko Takeuchi,Naruto Uzumaki (voice),0
20982,Chie Nakamura,Sakura Haruno (voice),1
20982,Yōichi Masukawa,Rock Lee (voice),2
20982,Koichi Tochika,Neji Hyûga (voice),3
20982,Ayumi Fujimura,Shion (voice),4
20982,Keisuke Oda,Taruho (voice),5
20982,Daisuke Kishio,Susuki (voice),6
20982,Fumiko Orikasa,Miroku (voice),7
20982,Miyuki Sawashiro,Shizuku (voice),8
20982,Katsuyuki Konishi,Setsuna (voice),9
20982,Masako Katsuki,"Tsunade, The Fifth Hokage (voice)",10
21348,Doudou Gueye Thiaw,Kirikou enfant (voice),0
21348,Maimouna N'Diaye,La Mère (voice),1
21348,Awa Sène Sarr,Karaba (voice),2
21348,Robert Liensol,Le Sage dans la montagne (voice),3
21348,William Nadylam,Kirikou jeune homme (voice),4
21348,Sebastien Hebrant,Kirikou jeune homme (voice),5
21348,Thilombo Lubambu,L'Oncle (voice),6
21348,Rémi Bichet,Kirikou adulte,7
21348,Marie Augustine Diatta,La femme forte,8
21348,Moustapha Diop,Le fétiche sur le toit,9
21348,Isseu Niang,La femme maigre,10
21481,Tia Mowry,Alex Fielding / Artemis,0
21481,Tamera Mowry-Housley,Camryn Barnes / Apolla,1
21481,Kristen Wilson,Miranda,2
21481,Patrick Fabian,Thantos,3
21481,Pat Kelly,Karsh,4
21481,Jennifer Robertson,Illeana,5
21481,Jessica Greco,Lucinda,6
21481,Jackie Rosenbaum,Beth Fish,7
21481,Arnold Pinnock,David Barnes,8
21481,Karen Holness,Emily Barnes,9
21481,Jessica Feliz,Nicole,10
21683,Kevin Conroy,Batman (voice),0
21683,Kimberly Brooks,Kathy Duquesne (voice),1
21683,Kelly Ripa,Rocky (voice),2
21683,Elisa Gabrielli,Sonia (voice),3
21683,Kyra Sedgwick,Batwoman (voice),4
21683,David Ogden Stiers,Penguin (voice),5
21683,Kevin Michael Richardson,Carlton Duquesne (voice),6
21683,John Vernon,Rupert Thorne (voice),7
21683,Héctor Elizondo,Bane (voice),8
21683,Efrem Zimbalist Jr.,Alfred (voice),9
21683,Eli Marienthal,Robin (voice),10
21972,Shad Moss,Calvin Cambridge,0
21972,Morris Chestnut,Tracey Reynolds,1
21972,Jonathan Lipnicki,Murph,2
21972,Anne Meara,Sister Theresa,3
21972,Jesse Plemons,Ox,4
21972,Brenda Song,Reg Stevens,5
21972,Julius Ritter,Marlon,6
21972,Crispin Glover,Stan Bittleman,7
21972,Robert Forster,Coach Wagner,8
21972,Eugene Levy,Frank Bernard,9
21972,Roger W. Morrissey,Marvin Joad,10
22586,Jack Palance,Lord Rothbart (voice),0
22586,Howard McGillin,Prince Derek (voice),1
22586,Michelle Nicastro,Princess Odette (voice),2
22586,Liz Callaway,Princess Odette (singing voice),3
22586,John Cleese,Jean-Bob (voice),4
22586,Steven Wright,"Mr. Lorenzo ""Speed"" Trudgealong (voice)",5
22586,Steve Vinovich,Lieutenant Puffin (voice),6
22586,Mark Harelik,Lord Rogers (voice),7
22586,James Arrington,Chamberlain (voice),8
22586,Davis Gaines,Chamberlain (singing voice),9
22586,Joel McKinnon Miller,Bromley (voice),10
22620,Nick Palatas,Shaggy,0
22620,Hayley Kiyoko,Velma,1
22620,Frank Welker,Scooby-Doo (voice),2
22620,Robbie Amell,Fred,3
22620,Kate Melton,Daphne,4
22620,Benita Ha,Mom,5
22620,Shawn Macdonald,Principal Deedle,6
22620,C. Ernst Harth,Janitor,7
22620,Garry Chalk,Vice Principal Grimes,8
22620,Kurt Evans,Dad,9
22620,Kira Clavell,Reporter,10
22894,Paul Bettany,Michael,0
22894,Dennis Quaid,Bob Hanson,1
22894,Lucas Black,Jeep Hanson,2
22894,Kate Walsh,Sandra Anderson,3
22894,Tyrese Gibson,Kyle Williams,4
22894,Adrianne Palicki,Charlie,5
22894,Willa Holland,Audrey Anderson,6
22894,Charles S. Dutton,Percy Walker,7
22894,Jon Tenney,Howard Anderson,8
22894,Kevin Durand,Gabriel,9
22894,Doug Jones,Ice Cream Man,10
23023,Dwayne Johnson,Derek Thompson / Tooth Fairy,0
23023,Stephen Merchant,Tracy,1
23023,Ashley Judd,Carly,2
23023,Julie Andrews,Lily,3
23023,Ryan Sheckler,Mick Donnelly,4
23023,Seth MacFarlane,Ziggy,5
23023,Destiny Whitlock,Tess,6
23023,Chase Ellison,Randy,7
23023,Darien Provost,Gabe,8
23023,Alex Ferris,Shelter Cove Kid,9
23023,Nicole Muñoz,Kelly,10
23047,Nicolas Cage,Behman,0
23047,Ron Perlman,Felson,1
23047,Ulrich Thomsen,Eckhardt,2
23047,Christopher Lee,Cardinal D'Ambroise,3
23047,Fernanda Dorogi,Givaudon,4
23047,Stephen Graham,Hagamar,5
23047,Rebekah Kennedy,Peasant Trurk Girl,6
23047,Matt Devere,Sergeant in Arms,7
23047,Robert Sheehan,Kay,8
23047,Claire Foy,The Girl,9
23047,Stephen Campbell Moore,Debelzaq,10
23082,Ricky Gervais,Mark Bellison,0
23082,Jennifer Garner,Anna McDoogles,1
23082,Louis C.K.,Greg Kleinschmidt,2
23082,Rob Lowe,Brad Kessler,3
23082,Jonah Hill,Frank Fawcett,4
23082,Jeffrey Tambor,Anthony James,5
23082,Fionnula Flanagan,Martha Bellison,6
23082,Tina Fey,Shelley Bailey,7
23082,Donna Sorbello,Anna's Mother,8
23082,Jason Bateman,Doctor,9
23082,Philip Seymour Hoffman,Jim the Bartender,10
23202,Brian Cox,Mr. Kreeg,0
23202,Quinn Lord,Sam / Peeping Tommy,1
23202,Anna Paquin,Laurie,2
23202,Dylan Baker,Steven,3
23202,Leslie Bibb,Emma,4
23202,Tahmoh Penikett,Henry,5
23202,Rochelle Aytes,Maria,6
23202,Britt McKillip,Macy,7
23202,Moneca Delain,Janet,8
23202,Lauren Lee Smith,Danielle,9
23202,Brett Kelly,Charlie,10
23398,Zachary Levi,Toby,0
23398,David Cross,Ian,1
23398,Jason Lee,Dave,2
23398,Justin Long,Alvin (voice),3
23398,Matthew Gray Gubler,Simon (voice),4
23398,Jesse McCartney,Theodore (voice),5
23398,Amy Poehler,Eleanor (voice),6
23398,Anna Faris,Jeanette (voice),7
23398,Christina Applegate,Brittany (voice),8
23398,Wendie Malick,Dr. Rubin,9
23398,Anjelah Johnson-Reyes,Julie,10
23488,Ben Barnes,Dorian Gray,0
23488,Colin Firth,Lord Henry Wotton,1
23488,Rebecca Hall,Emily Wotton,2
23488,Emilia Fox,Lady Victoria Wotton,3
23488,Ben Chaplin,Basil Hallward,4
23488,Fiona Shaw,Agatha,5
23488,Caroline Goodall,Lady Radly,6
23488,Maryam D'Abo,Gladys,7
23488,Douglas Henshall,Alan Campbell,8
23488,Rachel Hurd-Wood,Sibyl Vane,9
23488,Max Irons,Lucius,10
23629,Emily Browning,Babydoll,0
23629,Abbie Cornish,Sweet Pea,1
23629,Jena Malone,Rocket,2
23629,Vanessa Hudgens,Blondie,3
23629,Jamie Chung,Amber,4
23629,Carla Gugino,Dr. Vera Gorski,5
23629,Oscar Isaac,Blue Jones,6
23629,Jon Hamm,High Roller / Doctor,7
23629,Scott Glenn,Wise Man,8
23629,Richard Cetrone,CJ,9
23629,Gerard Plunkett,Stepfather,10
24021,Kristen Stewart,Bella Swan,0
24021,Robert Pattinson,Edward Cullen,1
24021,Taylor Lautner,Jacob Black,2
24021,Bryce Dallas Howard,Victoria,3
24021,Dakota Fanning,Jane,4
24021,Billy Burke,Charlie Swan,5
24021,Peter Facinelli,Dr. Carlisle Cullen,6
24021,Elizabeth Reaser,Esme Cullen,7
24021,Jackson Rathbone,Jasper Hale,8
24021,Kellan Lutz,Emmett Cullen,9
24021,Ashley Greene,Alice Cullen,10
24100,Jonathan Lipnicki,Tony Thompson,0
24100,Richard E. Grant,Frederick Sackville-Bagg,1
24100,Jim Carter,Rookery,2
24100,Alice Krige,Freda Sackville-Bagg,3
24100,Rollo Weeks,Rudolph Sackville-Bagg,4
24100,Anna Popplewell,Anna Sackville-Bagg,5
24100,Pamela Gidley,Dottie Thompson,6
24100,Tommy Hinkley,Bob Thompson,7
24100,Dean Cook,Gregory Sackville-Bagg,8
24100,Iain De Caestecker,Nigel,9
24100,Elizabeth Berrington,Elizabeth McAshton,10
24418,Chris Massoglia,Darren Shan,0
24418,John C. Reilly,Larten Crepsley,1
24418,Josh Hutcherson,Steve,2
24418,Patrick Fugit,Evra the Snake Boy,3
24418,Salma Hayek Pinault,Madame Truska,4
24418,Jessica Carlson,Rebecca,5
24418,Michael Cerveris,Mr. Tiny,6
24418,Ray Stevenson,Murlaugh,7
24418,Morgan Saylor,Annie,8
24418,Don McManus,Mr. Shan,9
24418,Ken Watanabe,Mr. Tall,10
24420,Eric Bana,Henry DeTamble,0
24420,Rachel McAdams,Clare Abshire,1
24420,Arliss Howard,Richard DeTamble,2
24420,Ron Livingston,Gomez,3
24420,Stephen Tobolowsky,Dr. Kendrick,4
24420,Michelle Nolden,Annette DeTamble,5
24420,Jane McLean,Charisse,6
24420,Hailey McCann,Alba at Nine and Ten,7
24420,Tatum McCann,Alba at Four and Five,8
24420,Brooklynn Proulx,Clare at Six and Eight,9
24420,Alex Ferris,Henry at Six,10
24452,Jonathan Haze,Seymour Krelboined,0
24452,Jackie Joseph,Audrey Fulquard,1
24452,Mel Welles,Gravis Mushnick,2
24452,Dick Miller,Burson Fouch,3
24452,Myrtle Vail,Winifred Krelboined,4
24452,Karyn Kupcinet,Shirley,5
24452,Toby Michaels,Teenage Girl,6
24452,Wally Campo,Det. Sgt. Joe Fink / Narrator,7
24452,Jack Nicholson,Wilbur Force,8
24452,Leola Wendorff,Siddie Shiva,9
24452,Lynn Storey,Mrs. Hortense Feuchtwanger,10
24480,Tony Fucile,(voice),0
24480,Lori Richardson,(voice),1
24795,Danny Glover,George Knox,0
24795,Tony Danza,Mel Clark,1
24795,Brenda Fricker,Maggie Nelson,2
24795,Ben Johnson,Hank Murphy,3
24795,Joseph Gordon-Levitt,Roger,4
24795,Jay O. Sanders,Ranch Wilder,5
24795,Taylor Negron,David Montagne,6
24795,Milton Davis Jr.,J.P.,7
24795,Christopher Lloyd,Al the Angel,8
24795,Tony Longo,Triscuit Messmer,9
24795,Neal McDonough,Whitt Bass,10
25475,Mae Whitman,Tinker Bell (voice),0
25475,Jesse McCartney,Terence (voice),1
25475,Jane Horrocks,Fairy Mary (voice),2
25475,Lucy Liu,Silvermist (voice),3
25475,Raven-Symoné,Iridessa (voice),4
25475,Kristin Chenoweth,Rosetta (voice),5
25475,Angela Bartys,Fawn (voice),6
25475,Anjelica Huston,Queen Clarion (voice),7
25475,Rob Paulsen,Bobble / Tall Troll / Owl (voice),8
25475,Jeff Bennett,Clank / Small Troll / Fairy Gary (voice),9
25475,Grey DeLisle,Lyria / Viola / Narrator (voice),10
25623,Kimiko Ikegami,Gorgeous / Gorgeous' Mother,0
25623,Kumiko Ohba,Fantasy,1
25623,Ai Matsubara,Prof,2
25623,Miki Jinbo,Kung Fu,3
25623,Eriko Tanaka,Melody,4
25623,Masayo Miyako,Sweet,5
25623,Mieko Satoh,Mac,6
25623,Yōko Minamida,Hausu Karei,7
25623,Kiyohiko Ozaki,Keisuke Togo,8
25623,Saho Sasazawa,Gorgeous' Father,9
25623,Haruko Wanibuchi,Ryôko Ema,10
26505,Freddie Highmore,Arthur Montgomery,0
26505,Mia Farrow,Granny,1
26505,Logan Miller,Jake,2
26505,Robert Stanton,Armand,3
26505,Penny Balfour,Rose Montgomery,4
26505,Ron Crawford,Archibald,5
26505,Jean Bejote Njamba,Chief Matassalai (voice),6
26505,Lou Reed,Maltazard (voice),7
26505,Selena Gomez,Selenia (voice),8
26505,Jimmy Fallon,Prince Betameche (voice),9
26505,Snoop Dogg,Max (voice),10
26515,Lance Henriksen,Ed Harley,0
26515,Jeff East,Chris,1
26515,John D'Aquino,Joel,2
26515,Cynthia Bain,Tracy,3
26515,Kerry Remsen,Maggie,4
26515,Joel Hoffman,Steve,5
26515,Kimberly Ross,Kim,6
26515,Florence Schauffler,Haggis,7
26515,Tom Woodruff Jr.,Pumpkinhead,8
26515,Lee de Broux,Tom Harley,9
26515,Peggy Walton-Walker,Ellie Harley,10
26736,Selena Gomez,Alex Russo,0
26736,David Henrie,Justin Russo,1
26736,Jake T. Austin,Max Russo,2
26736,Maria Canals-Barrera,Theresa Russo,3
26736,David DeLuise,Jerry Russo,4
26736,Steve Valentine,Archie,5
26736,Jennifer Alden,Giselle,6
26736,Xavier Torres,Javier,7
26736,Jennifer Stone,Harper Finkle,8
26736,Jazmin Caratini,Bartender,9
26736,Jonathan Dwayne,Activities Director,10
26963,Evan McGuire,Brendan (voice),0
26963,Christen Mooney,Aisling (voice),1
26963,Brendan Gleeson,Abbot Cellach (voice),2
26963,Mick Lally,Aidan (voice),3
26963,Liam Hourican,Brother Tang / Leonardo (voice),4
26963,Paul Tylak,Brother Assoua (voice),5
26963,Michael McGrath,Adult Brendan (voice),6
26963,Paul Young,Brother Square (voice),7
26963,Nora Twomey,Additional Voices and Walla (voice),8
26963,Alli McCann,Additional Voices and Walla (voice),9
26963,Clair Funchion,Additional Voices and Walla (voice),10
27022,Nicolas Cage,Balthazar Blake,0
27022,Jay Baruchel,"David ""Dave"" Stutler",1
27022,Alfred Molina,Maxim Horvath,2
27022,Teresa Palmer,"Rebecca ""Becky"" Barnes",3
27022,Toby Kebbell,Drake Stone,4
27022,Omar Benson Miller,Bennet Zurrow,5
27022,Monica Bellucci,Veronica Gorloisen,6
27022,Alice Krige,Morgana le Fay,7
27022,Robert Capron,Oliver,8
27022,James A. Stephens,Merlin,9
27022,Gregory Woo,Sun-Lok,10
27040,Maya Deren,The Woman,0
27040,Alexander Hammid,The Man,1
27327,William Finley,Winslow Leach / The Phantom,0
27327,Paul Williams,Swan,1
27327,Jessica Harper,Phoenix,2
27327,George Memmoli,Philbin,3
27327,Gerrit Graham,Beef,4
27327,Archie Hahn,The Juicy Fruits / The Beach Bums / The Undeads,5
27327,Jeffrey Comanor,The Juicy Fruits / The Beach Bums / The Undeads,6
27327,Peter Elbling,The Juicy Fruits / The Beach Bums / The Undeads,7
27327,Colin Cameron,Band,8
27327,David Garland,Band,9
27327,Gary Mallaber,Band,10
27670,Massimo Troisi,Mario,0
27670,Roberto Benigni,Saverio,1
27670,Amanda Sandrelli,Pia,2
27670,Iris Peynado,Astriaha,3
27670,Carlo Monni,Vitellozzo,4
27670,Livia Venturini,Parisina,5
27670,Paolo Bonacelli,Leonardo da Vinci,6
27670,Nicola Morelli,Ugolone,7
27670,Elisabetta Pozzi,la locandiera,8
27670,Fiorenzo Serra,uomo in chiesa,9
27670,Peter Boom,predicatore itinerante,10
27850,Debbie Reynolds,Agatha 'Aggie' Cromwell,0
27850,Kimberly J. Brown,Marnie Piper,1
27850,Judith Hoag,Gwen Cromwell Piper,2
27850,Joey Zimmerman,Dylan Piper Cromwell,3
27850,Phillip Van Dyke,Luke,4
27850,Emily Roeske,Sophie Piper Cromwell,5
27850,Robin Thomas,Kalabar,6
27850,Rino Romano,Benny (voice),7
27850,Shannon Day,Aerobics Instructor,8
27850,J.W. Crawford,Dentist-Creature,9
27850,Jordyn F. Fields,"Friend #1",10
28032,Jodi Benson,Thumbelina (voice),0
28032,Gino Conforti,Jacquimo (voice),1
28032,Barbara Cook,Mother (voice),2
28032,Will Ryan,Hero / Reverend Rat (voice),3
28032,June Foray,Queen Tabitha (voice),4
28032,Kenneth Mars,King Colbert (voice),5
28032,Gary Imhoff,Prince Cornelius (voice),6
28032,Joe Lynch,Grundel (voice),7
28032,Charo,Mrs. Toad (voice),8
28032,Danny Mann,Mozo (voice),9
28032,Loren Lester,Gringo (voice),10
28162,David Niven,Peter Carter,0
28162,Kim Hunter,June,1
28162,Roger Livesey,Doctor Reeves,2
28162,Marius Goring,Conductor 71,3
28162,Robert Coote,Bob Trubshawe,4
28162,Kathleen Byron,An Angel,5
28162,Richard Attenborough,An English Pilot,6
28162,Bonar Colleano,An American Pilot,7
28162,Joan Maude,Chief Recorder,8
28162,Robert Atkins,The Vicar,9
28162,Edwin Max,Dr. Mc.Ewen,10
28609,Masako Nozawa,Son Gokû / Son Gohan (voice),0
28609,Toshio Furukawa,Piccolo (voice),1
28609,Hiromi Tsuru,Bulma (voice),2
28609,Mayumi Tanaka,Kuririn (voice),3
28609,Daisuke Gori,Gyû-maô (voice),4
28609,Mayumi Shou,Chichi (voice),5
28609,Kohei Miyauchi,Kame-sen'nin (voice),6
28609,Takeshi Aono,Kami-sama (voice),7
28609,Kenji Utsumi,Shenron (voice),8
28609,Akira Kamiya,Garlic Jr. (voice),9
28609,Koji Totani,Ginger (voice),10
29264,Silvia Pinal,Leticia 'La Valkiria',0
29264,Jacqueline Andere,Alicia Roc,1
29264,Claudio Brook,Butler Julio,2
29264,Enrique Rambal,Edmundo Nóbile,3
29264,José Baviera,Leandro Gómez,4
29264,Augusto Benedico,Dr. Carlos Conde,5
29264,Luis Beristáin,Cristián Ugalde,6
29264,Antonio Bravo,Sergio Russell,7
29264,César del Campo,Col. Álvaro,8
29264,Bertha Moss,Leonora,9
29264,Enrique García Álvarez,Alberto Roc,10
30061,William Baldwin,Batman (voice),0
30061,Mark Harmon,Superman (voice),1
30061,Chris Noth,Lex Luthor (voice),2
30061,Gina Torres,Superwoman (voice),3
30061,James Woods,Owlman (voice),4
30061,Jonathan Adams,J'Onn J'Onzz (voice),5
30061,Brian Bloom,Ultraman (voice),6
30061,Bruce Davison,President Wilson (voice),7
30061,Josh Keaton,The Flash / Aquaman (voice),8
30061,Vanessa Marshall,Wonder Woman (voice),9
30061,Nolan North,Green Lantern / Power Ring (voice),10
30959,Michiyo Aratama,"First Wife (segment ""The Black Hair"")",0
30959,Rentaro Mikuni,"Husband (segment ""The Black Hair"")",1
30959,Misako Watanabe,"Second Wife (segment ""The Black Hair"")",2
30959,Kenjirō Ishiyama,"Father (segment ""The Black Hair"")",3
30959,Ranko Akagi,"Mother (segment ""The Black Hair"")",4
30959,Fumie Kitahara,"(segment ""The Black Hair"")",5
30959,Kappei Matsumoto,"(segment ""The Black Hair"") (uncredited)",6
30959,Yoshiko Ieda,"(segment ""The Black Hair"") (uncredited)",7
30959,Otome Tsukimiya,"(segment ""The Black Hair"") (uncredited)",8
30959,Kenzō Tanaka,"(segment ""The Black Hair"") (uncredited)",9
30959,Kiyoshi Nakano,"(segment ""The Black Hair"") (uncredited)",10
32085,Vincent Price,Narrator (voice),0
32657,Logan Lerman,Percy Jackson,0
32657,Brandon T. Jackson,Grover Underwood,1
32657,Alexandra Daddario,Annabeth Chase,2
32657,Jake Abel,Luke Castellan,3
32657,Pierce Brosnan,Mr. Brunner / Chiron,4
32657,Sean Bean,Zeus,5
32657,Steve Coogan,Hades,6
32657,Rosario Dawson,Persephone,7
32657,Melina Kanakaredes,Athena,8
32657,Catherine Keener,Sally Jackson,9
32657,Kevin McKidd,Poseidon,10
32985,James Purefoy,Solomon Kane,0
32985,Pete Postlethwaite,William Crowthorn,1
32985,Alice Krige,Katherine Crowthorn,2
32985,Mackenzie Crook,Father Michael,3
32985,Max von Sydow,Josiah Kane,4
32985,Jason Flemyng,Malachi,5
32985,Rachel Hurd-Wood,Meredith Crowthorn,6
32985,Mark O'Neal,"Kane's Soldier #1",7
32985,Robert Orr,"Kane's Soldier #2",8
32985,Richard Ryan,"Kane's Soldier #3",9
32985,Ian Whyte,Devil's Reaper,10
33320,Miyoko Shoji,Chiyoko Fujiwara (70's) (voice),0
33320,Mami Koyama,Chiyoko Fujiwara (20-40's) (voice),1
33320,Fumiko Orikasa,Chiyoko Fujiwara (10-20's) (voice),2
33320,Showko Tsuda,Eiko Shimao (voice),3
33320,Shozo Iizuka,Genya Tachibana (voice),4
33320,Masaya Onosaka,Kyouji Ida (voice),5
33320,Masane Tsukayama,The Man with the Scar (voice),6
33320,Koichi Yamadera,The Man of the Key (voice),7
33320,Hisako Kyoda,Chiyoko's Mother (voice),8
33320,Tomie Kataoka,Mino (voice),9
34134,Kelly Sheridan,Merliah (voice),0
34134,Kathleen Barr,Eris / Snouts (voice),1
34134,Tabitha St. Germain,Zuma / Deanne (voice),2
34134,Peter Mel,Surf Announcer (voice),3
34134,Nakia Burrise,Fallon (voice),4
34134,Maryke Hendrikse,Hadley (voice),5
34134,Emma Pierson,Kayla (voice),6
34134,Ciara Janson,Xylie (voice),7
34134,Garry Chalk,Break (voice),8
34134,Nicole Oliver,Calissa (voice),9
34134,Alistair Abell,Remo / Pufferazzi (voice),10
34204,Sara Paxton,Marnie Piper,0
34204,Judith Hoag,Gwen Cromwell Piper,1
34204,Lucas Grabeel,Ethan Dalloway,2
34204,Joey Zimmerman,Dylan Piper Cromwell,3
34204,Kristy Wu,Scarlett Sinister,4
34204,Keone Young,Silas Sinister,5
34204,Millicent Martin,Professor Periwinkle,6
34204,Summer Bishil,Aneesa,7
34204,Leslie Wing,Dr. Lwaxana Goodwyn,8
34204,Debbie Reynolds,Agatha 'Aggie' Cromwell,9
34204,Scott Stevensen,Dr. Grogg,10
34584,Noah Hathaway,Atreyu,0
34584,Barret Oliver,Bastian,1
34584,Tami Stronach,The Childlike Empress,2
