movie_id,title,release_date,release_year,rating,popularity,category,runtime,budget,revenue,director,overview,roi_percent
71864,The Odd Life of Timothy Green,2012-08-15,2012,7.0,5.7913,Fantasy Epic,105,25000000,56012642,Peter Hedges,"A childless couple bury a box in their backyard, containing all of their wishes for an infant. Soon, a child is born, though Timothy Green is not all that he appears.",124.05
72105,Ted,2012-06-29,2012,6.4,13.8248,Fantasy Epic,107,50000000,549368315,Seth MacFarlane,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",998.74
72331,Abraham Lincoln: Vampire Hunter,2012-06-20,2012,5.8,4.8039,Dark Fantasy,105,69000000,116500000,Timur Bekmambetov,"President Lincoln's mother is killed by a supernatural creature, which fuels his passion to crush vampires and their slave-owning helpers.",68.84
72358,A Thousand Words,2012-03-07,2012,6.1,6.1302,Fantasy Epic,91,40000000,22044277,Brian Robbins,"Jack McCall is a fast-talking literary agent, who can close any deal, any time, any way. He has set his sights on New Age guru Dr. Sinja for his own selfish purposes. But Dr. Sinja is on to him, and Jack’s life comes unglued after a magical Bodhi tree mysteriously appears in his backyard. With every word Jack speaks, a leaf falls from the tree and he realizes that when the last leaf falls, both he and the tree are toast. Words have never failed Jack McCall, but now he’s got to stop talking and conjure up some outrageous ways to communicate or he’s a goner.",-44.89
73456,Barbie: Princess Charm School,2011-08-11,2011,7.5,7.4066,Fairy Tale,79,0,0,Ezekiel Norton,"Blair, a waitress in the kingdom of Gardania, realises that she strongly resembles the region's missing queen. She then gets to go to Princess Charm School and causes problems for the teacher.",
74461,Knights of Badassdom,2014-01-21,2014,5.6,2.0467,Dark Fantasy,85,0,86746,Joe Lynch,Three best friends and dedicated roleplayers take to the woods to reenact a dungeons and dragons-like scenario as a live action role-playing game. Trouble arises when a prop spellbook purchased from the internet ends up being a genuine grimoire and they unwittingly conjure up a blood-lusting succubus from hell.,
75258,Secret of the Wings,2012-08-17,2012,7.2,7.5365,Fairy Tale,75,0,0,Peggy Holmes,Tinkerbell wanders into the forbidden Winter woods and meets Periwinkle. Together they learn the secret of their wings and try to unite the warm fairies and the winter fairies to help Pixie Hollow.,
76122,Marvel One-Shot: The Consultant,2011-09-13,2011,6.3,3.6849,Sword and Sorcery,4,500000,0,Leythum,"Agent Coulson informs Agent Sitwell that the World Security Council wishes Emil Blonsky to be released from prison to join the Avengers Initiative. As Nick Fury doesn't want to release Blonsky, the two agents decide to send a patsy to sabotage the meeting...",
76285,Percy Jackson: Sea of Monsters,2013-08-07,2013,6.0,5.79,Fantasy Epic,106,90000000,199850315,Thor Freudenthal,"In their quest to confront the ultimate evil, Percy and his friends battle swarms of mythical creatures to find the mythical Golden Fleece and to stop an ancient evil from rising.",122.06
76338,Thor: The Dark World,2013-10-30,2013,6.5,12.0279,Sword and Sorcery,112,170000000,644783140,Alan Taylor,"Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.",279.28
76492,Hotel Transylvania,2012-09-20,2012,7.0,14.6389,Fairy Tale,91,85000000,358375603,Genndy Tartakovsky,"Welcome to Hotel Transylvania, Dracula's lavish five-stake resort, where monsters and their families can live it up and no humans are allowed. One special weekend, Dracula has invited all his best friends to celebrate his beloved daughter Mavis's 118th birthday. For Dracula catering to all of these legendary monsters is no problem but the party really starts when one ordinary guy stumbles into the hotel and changes everything!",321.62
76535,Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer,2011-10-25,2011,6.8,3.5955,Sword and Sorcery,4,500000,0,Leythum,Agent Coulson stops at a convenience store and deals with a coincidental robbery during his visit.,
76589,Justice League: Doom,2012-02-28,2012,7.4,5.9404,Sword and Sorcery,77,0,0,Lauren Montgomery,"An adaptation of Mark Waid's ""Tower of Babel"" story from the JLA comic. Vandal Savage steals confidential files Batman has compiled on the members of the Justice League, and learns all their weaknesses.",
76757,Jupiter Ascending,2015-02-04,2015,5.5,9.8046,Sword and Sorcery,127,176000000,184000000,Lilly Wachowski,"In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…",4.55
77459,A Monster in Paris,2011-10-12,2011,6.9,3.4399,Fairy Tale,90,25000000,26611650,Bibo Bergeron,"Paris, 1910. Emile, a shy movie projectionist, and Raoul, a colourful inventor, find themselves embarked on the hunt for a monster terrorizing citizens. They join forces with Lucille, the big-hearted star of the Bird of Paradise cabaret, an eccentric scientist and his irascible monkey to save the monster, who turns out to be an oversized but harmless flea, from the city's ruthlessly ambitious police chief.",6.45
77931,The Smurfs 2,2013-07-30,2013,5.8,4.4936,Fairy Tale,105,105000000,347434178,Raja Gosnell,"The evil wizard Gargamel creates a couple of mischievous Smurf-like creatures called the Naughties that he hopes will let him harness the all-powerful, magical Smurf-essence. But when he discovers that only a real Smurf can give him what he wants, and only a secret spell that Smurfette knows can turn the Naughties into real Smurfs, Gargamel kidnaps Smurfette and brings her to Paris, where he has been winning the adoration of millions as the world¹s greatest sorcerer. It's up to Papa, Clumsy, Grouchy, and Vanity to return to our world, reunite with their human friends Patrick and Grace Winslow, and rescue her! Will Smurfette, who has always felt different from the other Smurfs, find a new connection with the Naughties Vexy and Hackus or will the Smurfs convince her that their love for her is True Blue?",230.89
78698,Big Miracle,2012-02-02,2012,6.7,4.5895,Fantasy Epic,107,40000000,24719215,Ken Kwapis,A small-town news reporter and a Greenpeace volunteer enlist the help of rival superpowers to save three majestic gray whales trapped under the ice of the Arctic Circle.,-38.2
79707,Children Who Chase Lost Voices,2011-05-07,2011,7.2,4.2583,Fairy Tale,116,0,0,Makoto Shinkai,"The film centers on Asuna, a young girl who spends her solitary days listening to the mysterious music emanating from the crystal radio she received from her late father as a memento. One day while walking home she is attacked by a fearsome monster and saved by a mysterious boy named Shun. However, Shun disappears and Asuna embarks on a journey of adventure to the land of Agartha with her teacher Mr. Morisaki to meet a Shun again. Through her journey she comes to know the cruelty and beauty of the world, as well as loss.",
81005,Jack the Giant Slayer,2013-02-27,2013,5.9,10.6479,Sword and Sorcery,114,195000000,197700000,Bryan Singer,"The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself.",1.38
81188,Rise of the Guardians,2012-11-21,2012,7.4,11.6876,Fairy Tale,97,145000000,306941670,Peter Ramsey,"When an evil spirit known as Pitch lays down the gauntlet to take over the world, the immortal Guardians must join forces for the first time to protect the hopes, beliefs and imagination of children all over the world.",111.68
82702,How to Train Your Dragon 2,2014-06-05,2014,7.7,12.3611,Fairy Tale,102,145000000,621537519,Dean DeBlois,"Five years after uniting the dragons and Vikings of Berk, Hiccup and Toothless soar beyond their homeland, charting the vast unknown. During one of their adventures, the pair discover a secret cave that houses hundreds of wild dragons -- and a mysterious dragon rider with a startling connection to Hiccup. And as the ruthless dragon conqueror Drago Bludvist rises to seize control of both dragons and people alike, Hiccup must step into his role as a true leader and, alongside his friends and Toothless, protect Berk from a devastating war.",328.65
83533,Avatar: Fire and Ash,2025-12-17,2025,7.4,329.658,Fantasy Epic,198,350000000,1485988186,James Cameron,"In the wake of the devastating war against the RDA and the loss of their eldest son, Jake Sully and Neytiri face a new threat on Pandora: the Ash People, a violent and power-hungry Na'vi tribe led by the ruthless Varang. Jake's family must fight for their survival and the future of Pandora in a conflict that pushes them to their emotional and physical limits.",324.57
83564,La luna,2012-02-10,2012,7.8,1.9541,Fairy Tale,7,0,0,Enrico Casarosa,"A young boy comes of age in the most peculiar of circumstances. Tonight is the very first time his Papa and Grandpa are taking him to work. In an old wooden boat they row far out to sea, and with no land in sight, they stop and wait. A big surprise awaits the boy as he discovers his family's most unusual line of work. Should he follow the example of his Papa, or his Grandpa? Will he be able to find his own way in the midst of their conflicting opinions and timeworn traditions?",
84175,Beasts of the Southern Wild,2012-06-29,2012,6.8,2.4192,Fantasy Epic,93,1800000,21107746,Benh Zeitlin,"Hushpuppy, an intrepid six-year-old girl, lives with her father, Wink, in 'the Bathtub', a southern Delta community at the edge of the world. Wink’s tough love prepares her for the unraveling of the universe—for a time when he’s no longer there to protect her. When Wink contracts a mysterious illness, nature flies out of whack—temperatures rise and the ice caps melt, unleashing an army of prehistoric creatures called aurochs. With the waters rising, the aurochs coming, and Wink’s health fading, Hushpuppy goes in search of her lost mother.",1072.65
92321,Hotarubi no Mori e,2011-09-17,2011,8.3,0.0073,Fantasy Epic,45,0,0,Takahiro Omori,"One hot summer day a little girl gets lost in an enchanted forest of the mountain god where spirits reside. A young boy appears before her, but she cannot touch him for fear of making him disappear. And so a wondrous adventure awaits...",
102651,Maleficent,2014-05-28,2014,7.1,13.7898,Fantasy Epic,97,180000000,758539785,Robert Stromberg,"A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land. She rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom – and to Maleficent's true happiness as well.",321.41
102780,Byzantium,2013-04-11,2013,6.3,5.5734,Dark Fantasy,118,10000000,89237,Neil Jordan,"Residents of a coastal town learn, with deadly consequences, the secret shared by the two mysterious women who have sought refuge at a local boarding house, the Byzantium.",-99.11
103328,Holy Motors,2012-07-02,2012,7.0,1.9765,Fantasy Epic,116,4000000,641100,Leos Carax,"We follow 24 hours in the life of a being moving from life to life like a cold and solitary assassin moving from hit to hit. In each of these interwoven lives, the being possesses an entirely distinct identity: sometimes a man, sometimes a woman, sometimes youthful, sometimes old. By turns murderer, beggar, company chairman, monstrous creature, worker, family man.",-83.97
103332,Ruby Sparks,2012-07-25,2012,7.1,6.2241,Fantasy Epic,104,8000000,9368803,Jonathan Dayton,"Calvin is a young novelist who achieved phenomenal success early in his career but is now struggling with his writing – as well as his romantic life. Finally, he makes a breakthrough and creates a character named Ruby who inspires him. When Calvin finds Ruby, in the flesh, sitting on his couch about a week later, he is completely flabbergasted that his words have turned into a living, breathing person.",17.11
109445,Frozen,2013-11-20,2013,7.2,20.2513,Fairy Tale,102,150000000,1274219009,Chris Buck,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",749.48
109491,Beautiful Creatures,2013-02-13,2013,6.0,5.8088,Fantasy Epic,124,60000000,60052138,Richard LaGravenese,"Ethan Wate just wants to get to know Lena Duchannes better, but unbeknownst to him, Lena has strange powers.  As Lena's 16th birthday approaches she might decide her fate, to be good or evil.  A choice which will impact her relationship forever.",0.09
110390,A Pigeon Sat on a Branch Reflecting on Existence,2014-10-24,2014,6.9,1.3215,Fantasy Epic,100,0,1472431,Roy Andersson,"An absurdist, surrealistic and shocking pitch-black comedy, which moves freely from nightmare to fantasy to hilariously deadpan humour as it muses on man’s perpetual inhumanity to man.",
110416,Song of the Sea,2014-06-23,2014,8.0,4.9139,Fairy Tale,94,0,857522,Tomm Moore,"The story of the last Seal Child’s journey home. After their mother’s disappearance, Ben and Saoirse are sent to live with Granny in the city. When they resolve to return to their home by the sea, their journey becomes a race against time as they are drawn into a world Ben knows only from his mother’s folktales. But this is no bedtime story; these fairy folk have been in our world far too long. It soon becomes clear to Ben that Saoirse is the key to their survival.",
110420,Wolf Children,2012-07-21,2012,8.2,5.7797,Fairy Tale,117,0,55262158,Mamoru Hosoda,"After her werewolf lover unexpectedly dies in an accident, a woman must find a way to raise the son and daughter that she had with him. However, their inheritance of their father's traits prove to be a challenge for her.",
113082,Berserk: The Golden Age Arc I - The Egg of the King,2012-02-04,2012,7.2,4.241,Dark Fantasy,76,0,2152610,Toshiyuki Kubooka,"Guts, an immensely strong sword-for-hire, has little direction in his life, simply fighting one battle after the next. However, this all changes suddenly when he meets and is bested by Griffith, a beautiful and charismatic young man who leads the Band of the Hawk mercenary army. After Guts joins the Band and the relationship between the two men begins to blossom, Casca, the tough, lone swordswoman in the Band of the Hawk, struggles to accept Guts and the influence he has on the world around her.  While the two men begin to fight together, Griffith continues to rise to power, all seemingly in order to reach his mysterious, prophesied goals. What lengths will Guts and Griffith go to in order to reach these goals, and where will fate take the two men?",
116711,Epic,2013-05-15,2013,6.5,7.7717,Fairy Tale,102,100000000,268426634,Chris Wedge,A teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. She bands together with a rag-tag group characters in order to save their world—and ours.,168.43
116745,The Secret Life of Walter Mitty,2013-12-18,2013,7.2,8.1034,Fantasy Epic,114,90000000,188133322,Ben Stiller,A timid magazine photo manager who lives life vicariously through daydreams embarks on a true-life adventure when a negative goes missing.,109.04
118406,Road to Ninja: Naruto the Movie,2012-07-28,2012,7.4,4.7337,Sword and Sorcery,109,0,17876559,Hayato Date,"Sixteen years ago, a mysterious masked ninja unleashes a powerful creature known as the Nine-Tailed Demon Fox on the Hidden Leaf Village Konoha, killing many people. In response, the Fourth Hokage Minato Namikaze and his wife Kushina Uzumaki, the Demon Fox's living prison or Jinchūriki, manage to seal the creature inside their newborn son Naruto Uzumaki. With the Tailed Beast sealed, things continued as normal. However, in the present day, peace ended when a group of ninja called the Akatsuki attack Konoha under the guidance of Tobi, the mysterious masked man behind Fox's rampage years ago who intends on executing his plan to rule the world by shrouding it in illusions.",
118412,Berserk: The Golden Age Arc II - The Battle for Doldrey,2012-06-23,2012,7.3,3.5547,Sword and Sorcery,98,0,0,Toshiyuki Kubooka,The Band of the Hawk and their enigmatic leader Griffith continue winning battle after battle as their prestige throughout the kingdom of Midland grows. But their latest task is one that has seen failure from everyone who has attempted it: the subjugation of the impenetrable fortress of Doldrey.,
119569,Marvel One-Shot: Item 47,2012-08-29,2012,6.4,3.5709,Sword and Sorcery,12,0,0,Louis D'Esposito,"Benny and Claire, a down-on-their-luck couple, find a discarded Chitauri weapon referred to as 'Item 47'.",
122906,About Time,2013-09-04,2013,7.9,10.545,Fantasy Epic,123,12000000,87100449,Richard Curtis,"The night after another unsatisfactory New Year's party, Tim's father tells his son that the men in his family have always had the ability to travel through time. They can't change history, but they can change what happens and has happened in their own lives. Thus begins the start of a lesson in learning to appreciate life itself as it is, as it comes, and most importantly, the people living alongside us.",625.84
122917,The Hobbit: The Battle of the Five Armies,2014-12-10,2014,7.3,24.6373,Sword and Sorcery,144,250000000,956019788,Peter Jackson,"Following Smaug's attack on Laketown, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",282.41
123553,The Mortal Instruments: City of Bones,2013-08-21,2013,6.4,9.3129,Sword and Sorcery,130,60000000,95396573,Harald Zwart,"In New York City, Clary Fray, a seemingly ordinary teenager, learns that she is descended from a line of Shadowhunters — half-angel warriors who protect humanity from evil forces. After her mother disappears, Clary joins forces with a group of Shadowhunters and enters Downworld, an alternate realm filled with demons, vampires, and a host of other creatures. Clary and her companions must find and protect an ancient cup that holds the key to her mother's future.",58.99
125521,Slayers Return,1996-08-03,1996,6.5,2.9624,Fantasy Epic,60,0,0,Hiroshi Watanabe,"Lina Inverse and Naga the White Serpent are back! What begins as a routine bandit-stomping turns into the adventure of a lifetime involving magical golems, an ancient Elven weapon and even someone bent on destroying the world. It's a predicament only Lina and Naga could get themselves in to.",
127533,Rurouni Kenshin Part I: Origins,2012-08-25,2012,7.5,5.2177,Sword and Sorcery,134,0,61700000,Keishi Otomo,"In 1868, after the Bakumatsu war ends, the ex-assassin Kenshin Himura traverses Japan with an inverted sword, to defend the needy without killing.",
127867,The Brass Teapot,2012-09-08,2012,6.1,2.3649,Dark Fantasy,100,0,0,Ramaa Mosley,"When a couple discovers that a brass teapot makes them money whenever they hurt themselves, they must come to terms with how far they are willing to go.",
136799,Trolls,2016-10-13,2016,6.6,9.7834,Fairy Tale,92,125000000,347337803,Mike Mitchell,"After the monstrous Bergens invade Troll Village, Princess Poppy, the happiest Troll ever born, and overly-cautious, curmudgeonly outcast Branch set off on a journey to rescue her friends. Their mission is full of adventure and mishaps, as this mismatched duo try to tolerate each other long enough to get the job done.",177.87
137106,The Lego Movie,2014-02-06,2014,7.4,10.967,Fairy Tale,100,60000000,470759687,Phil Lord,"An ordinary Lego mini-figure, mistakenly thought to be the extraordinary MasterBuilder, is recruited to join a quest to stop an evil Lego tyrant from conquering the universe.",684.6
137321,Winter's Tale,2014-02-13,2014,6.3,6.1503,Fantasy Epic,118,60000000,30800231,Akiva Goldsman,"A burglar falls for an heiress as she dies in his arms. When he learns that he has the gift of reincarnation, he sets out to save her.",-48.67
140420,Paperman,2012-11-02,2012,8.0,2.0768,Fairy Tale,7,0,0,John Kahrs,An urban office worker finds that paper airplanes are instrumental in meeting a girl in ways he never expected.,
149509,Horns,2013-09-06,2013,6.3,6.7228,Dark Fantasy,120,0,3900000,Alexandre Aja,"In the aftermath of his girlfriend's mysterious death, a young man awakens to strange horns sprouting from his temples.",
149871,The Tale of The Princess Kaguya,2013-11-23,2013,8.1,5.8256,Fantasy Epic,137,49300000,24366656,Isao Takahata,"Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthrals all who encounter her. But, ultimately, she must confront her fate.",-50.57
150689,Cinderella,2015-03-06,2015,6.8,15.9781,Fantasy Epic,105,95000000,543514353,Kenneth Branagh,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods.",472.12
152603,Only Lovers Left Alive,2013-12-12,2013,7.2,5.2104,Fantasy Epic,123,7000000,8213623,Jim Jarmusch,"A depressed musician reunites with his lover. However, their romance, already played over several centuries, is disrupted by the arrival of her uncontrollable younger sister.",17.34
157820,Mood Indigo,2013-01-10,2013,6.1,1.2333,Fantasy Epic,131,16040770,10435322,Michel Gondry,A woman suffers from an unusual illness caused by a flower growing in her lungs.,-34.95
157834,The Zero Theorem,2013-09-20,2013,6.1,3.1376,Fantasy Epic,107,8500000,770706,Terry Gilliam,"A computer hacker's goal to discover the reason for human existence continually finds his work interrupted thanks to the Management; this time, they send a teenager and lusty love interest to distract him.",-90.93
159824,Hotel Transylvania 2,2015-09-21,2015,6.8,10.0941,Fairy Tale,89,80000000,473200000,Genndy Tartakovsky,"When the old-old-old-fashioned vampire Vlad arrives at the hotel for an impromptu family get-together, Hotel Transylvania is in for a collision of supernatural old-school and modern day cool.",491.5
166426,Pirates of the Caribbean: Dead Men Tell No Tales,2017-05-23,2017,6.7,11.1764,Sword and Sorcery,129,230000000,795922298,Espen Sandberg,"Thrust into an all-new adventure, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of survival lies in seeking out the legendary Trident of Poseidon, but to find it, he must forge an uneasy alliance with a brilliant and beautiful astronomer and a headstrong young man in the British navy.",246.05
167810,Lost River,2015-04-08,2015,5.7,2.4654,Dark Fantasy,95,2000000,45431,Ryan Gosling,"Billy, a single mother of two, is led into a macabre underworld while her teenage son, Bones, discovers a secret road leading to an underwater town. Both Billy and Bones must dive deep into the mystery if their family is to survive.",-97.73
170657,Journey to the West: Conquering the Demons,2013-02-07,2013,6.9,5.5554,Sword and Sorcery,110,0,215637183,Stephen Chow,"In a world plagued by demons who cause great human suffering, young demon hunter Tang Sanzang must fight against monstrous demons, as well as contend with a beautiful demon hunting woman on his path to enlightenment.",
170687,The Boxtrolls,2014-09-10,2014,6.7,7.6508,Fairy Tale,97,60000000,108255770,Graham Annable,"An orphaned boy raised by underground creatures called Boxtrolls comes up from the sewers and out of his box to save his family and the town from the evil exterminator, Archibald Snatcher.",80.43
175774,Ruby Red,2013-03-14,2013,6.9,2.0764,Fantasy Epic,122,0,5524381,Felix Fuchssteiner,"On her 16th birthday, Gwendolyn Shepherd finds out that instead of her cousin, she has inherited a rare gene that allows her to travel through time.",
176983,One Piece Film: Z,2012-12-15,2012,7.5,4.9406,Sword and Sorcery,108,0,74223861,Tatsuya Nagamine,"Zephyr, now known as Z, rides the seas with only one goal: Destroy all pirates and their dreams at becoming King of Pirates. When Luffy and his crew encounter him at sea, not only are they utterly defeated by the man with an arm made of Seastone, Nami, Robin, and Chopper are turned 10 years younger due to Z's minion Ain. Luffy is so determined to win against him that he does not even notice Z's master plan that could sacrifice thousands of lives.",
177888,Teen Beach Movie,2013-08-07,2013,6.9,5.475,Fantasy Epic,95,8000000,0,Jeffrey Hornaday,"Life's a beach for surfers Brady and McKenzie – until a rogue wave magically transports them inside the classic '60s beach party flick, ""Wet Side Story,"" where a full-blown rivalry between bikers and surfers threatens to erupt. There, amidst a sea of surfing, singing and dancing, Brady and Mack accidentally change the storyline, and the film’s dreamy hero and heroine fall for them instead of for each other!",
178682,The Wizards Return: Alex vs. Alex,2013-06-01,2013,7.8,5.899,Fantasy Epic,60,0,0,Victor Gonzalez,"While trying to prove to her family she can be mature and responsible, teen wizard Alex Russo conjures up a spell to rid herself of her bad qualities, unintentionally creating a Good and Evil Alex. When Evil Alex gets involved in a plan to take over the world by a dark wizard, Good Alex must find a way to save her family, humankind, and ultimately herself in an epic Good vs. Evil battle.",
181533,Night at the Museum: Secret of the Tomb,2014-12-17,2014,6.2,9.4277,Fantasy Epic,98,127000000,363204635,Shawn Levy,"When the magic powers of The Tablet of Ahkmenrah begin to die out, Larry Daley spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.",185.99
183011,Justice League: The Flashpoint Paradox,2013-07-30,2013,7.9,7.1761,Sword and Sorcery,81,3500000,0,Jay Oliva,The Flash finds himself in a war-torn alternate timeline and teams up with alternate versions of his fellow heroes to restore the timeline.,
197796,Beauty and the Beast,2014-02-12,2014,6.2,5.2195,Fantasy Epic,112,33000000,47430624,Christophe Gans,"Forced to face the cruel side of life, a devastated, bankrupt merchant chances upon the enchanted castle of a hideous creature, the mere sight of it chills the bone to the marrow. There, a fate worse than death awaits the poor father-of-six, who, after plucking a sweet-scented rose from the repulsive master's verdant garden, must do the impossible: permit his compassionate daughter, Belle, to take his place and pay for the sins of her parent. Now, an impenetrable mystery shrouds the haunted mansion, and, as repugnance gradually turns into affection, only true love could break the spell.",43.73
198287,After the Dark,2013-07-06,2013,6.0,4.7997,Dark Fantasy,107,0,1770376,John Huddles,"At an international school in Jakarta, a philosophy teacher challenges his class of twenty graduating seniors to choose which ten of them would take shelter underground and reboot the human race in the event of a nuclear apocalypse.",
203739,Vampire Academy,2014-02-07,2014,6.3,5.8617,Sword and Sorcery,104,30000000,15391979,Mark Waters,"Rose, a rebellious half-vampire/half-human guardian-in-training and her best friend, Lissa -- a mortal, royal vampire Princess - have been on the run when they are captured and returned to St. Vladamirs Academy, the very place where they believe their lives may be in most jeopardy. Rose will sacrifice everything to protect Lissa from those who intend to exploit her from within the Academy walls and the Strigoi (immortal, evil vampires) who hunt her kind from outside its sanctuary.",-48.69
204436,Jack and the Cuckoo-Clock Heart,2014-01-29,2014,7.2,2.7372,Fantasy Epic,94,33746302,3484370,Stéphane Berla,"Jack is born with his heart frozen solid on the coldest day in history. A wise midwife saves him by replacing it with a cuckoo clock. Now Jack must abide by three rules to keep his mechanical heart safe: never touch the clock's hands, master his anger, and never fall in love. He tries his best, but when he meets a girl named Acacia he falls in love, threatening the delicate balance of his artificial heart.",-89.67
205584,Gods of Egypt,2016-02-25,2016,5.7,7.7566,Sword and Sorcery,127,140000000,150680864,Alex Proyas,A common thief joins a mythical god on a quest through Egypt.,7.63
209112,Batman v Superman: Dawn of Justice,2016-03-23,2016,6.0,16.3321,Sword and Sorcery,152,250000000,874362803,Zack Snyder,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",249.75
214756,Ted 2,2015-06-25,2015,6.3,28.6542,Fantasy Epic,115,68000000,215863606,Seth MacFarlane,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",217.45
221731,Rurouni Kenshin Part II: Kyoto Inferno,2014-08-01,2014,7.6,5.4391,Sword and Sorcery,138,0,0,Keishi Otomo,"Kenshin has settled into his new life with Kaoru and his other friends when he is approached with a request from the Meiji government. Makoto Shishio, a former assassin like Kenshin, was betrayed, set on fire and left for dead. He survived, and is now in Kyoto, plotting with his gathered warriors to overthrow the new government. Against Kaoru's wishes, Kenshin reluctantly agrees to go to Kyoto and help keep his country from falling back into civil war.",
221732,Rurouni Kenshin Part III: The Legend Ends,2014-09-13,2014,7.7,3.5175,Sword and Sorcery,135,0,0,Keishi Otomo,"Shishio sets sail in his ironclad ship to bring down the government. In order to stop him, Kenshin trains with his old master to learn his final technique.",
223702,Sausage Party,2016-07-11,2016,5.8,6.5025,Fantasy Epic,89,19000000,140705322,Conrad Vernon,Hot dog Frank leads a group of supermarket products on a quest to discover the truth about their existence and what really happens when they become chosen to leave the grocery store.,640.55
224141,Into the Woods,2014-12-24,2014,5.8,3.9256,Fantasy Epic,125,50000000,212902372,Rob Marshall,"In a woods filled with magic and fairy tale characters, a baker and his wife set out to end the curse put on them by their neighbor, a spiteful witch.",325.8
228161,Home,2015-03-18,2015,6.8,9.08,Fairy Tale,94,135000000,368871007,Tim Johnson,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",173.24
228165,The SpongeBob Movie: Sponge Out of Water,2015-01-28,2015,6.1,8.7505,Fairy Tale,93,74000000,325186032,Paul Tibbitt,"Evil pirate Burger Beard is in search of the final page of a magical book that makes any evil plan he writes in it come true, but the final page happens to be the Krabby Patty secret formula. When Burger Beard endangers Bikini Bottom, SpongeBob, Patrick, Mr. Krabs, Squidward, Sandy, and Plankton must embark on a quest to retrieve the recipe and save their city...a quest that takes them to the surface world and transforms them into superheroes.",339.44
228326,The Book of Life,2014-10-01,2014,7.5,8.1636,Fairy Tale,95,50000000,97437106,Jorge R. Gutierrez,"The journey of Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart. Before choosing which path to follow, he embarks on an incredible adventure that spans fantastical worlds where he must face his greatest fears.",94.87
238215,The Cobbler,2014-09-11,2014,5.9,3.1826,Fantasy Epic,99,10000000,6500000,Tom McCarthy,"Max Simkin repairs shoes in the same New York shop that has been in his family for generations. Disenchanted with the grind of daily life, Max stumbles upon a magical heirloom that allows him to step into the lives of his customers and see the world in a new way. Sometimes walking in another man's shoes is the only way one can discover who they really are.",-35.0
241259,Alice Through the Looking Glass,2016-05-25,2016,6.6,12.4511,Fantasy Epic,113,170000000,299457024,James Bobin,Alice Kingsleigh returns to Underland and faces a new adventure in saving the Mad Hatter.,76.15
