movie_id,genre_name
175774,Romance
19933,Animation
19933,Adventure
19933,Fantasy
19933,Family
10882,Fantasy
10882,Animation
10882,Romance
10882,Family
917496,Comedy
917496,Fantasy
917496,Horror
24420,Drama
24420,Romance
24420,Fantasy
639721,Animation
639721,Family
639721,Comedy
639721,Fantasy
639721,Adventure
1114967,Comedy
1114967,Fantasy
347031,Comedy
347031,Drama
347031,Romance
347031,Fantasy
347031,Adventure
9871,Fantasy
9871,Horror
9871,Drama
9871,Thriller
1832,Fantasy
1832,Comedy
1832,Adventure
741074,Animation
741074,Family
741074,Comedy
741074,Fantasy
816904,Animation
816904,Adventure
816904,Fantasy
816904,Family
13179,Animation
13179,Family
13179,Adventure
13179,Fantasy
402431,Drama
402431,Romance
402431,Fantasy
170657,Action
170657,Fantasy
170657,Adventure
170657,Comedy
447404,Action
447404,Adventure
447404,Fantasy
17979,Animation
17979,Fantasy
17979,Drama
17979,Family
10323,Adventure
10323,Fantasy
10323,Action
177888,Family
177888,Comedy
177888,Fantasy
77459,Adventure
77459,Animation
77459,Comedy
77459,Family
77459,Fantasy
13253,Animation
13253,Comedy
13253,Sci-Fi
13253,Action
13253,Fantasy
8953,Animation
8953,Fantasy
8953,Sci-Fi
11571,Adventure
11571,Fantasy
11571,Family
24100,Family
24100,Adventure
24100,Comedy
24100,Fantasy
660942,Horror
660942,Drama
660942,Fantasy
556694,Drama
556694,Fantasy
556694,Romance
13285,Animation
13285,Family
13285,Adventure
13285,Fantasy
512200,Adventure
512200,Comedy
512200,Fantasy
278927,Family
278927,Adventure
278927,Fantasy
16962,Animation
16962,Family
16962,Fantasy
16962,Romance
9667,Drama
9667,Sci-Fi
9667,Thriller
9667,Fantasy
360920,Family
360920,Comedy
360920,Animation
360920,Fantasy
297802,Action
297802,Adventure
297802,Fantasy
8009,Adventure
8009,Action
8009,Fantasy
57737,Animation
57737,Family
57737,Fantasy
28609,Animation
28609,Action
28609,Fantasy
1125257,Comedy
1125257,Fantasy
1125257,Family
526050,Comedy
526050,Fantasy
526050,Romance
110390,Drama
110390,Comedy
110390,Fantasy
1494,Action
1494,Drama
1494,Fantasy
400155,Animation
400155,Comedy
400155,Family
400155,Fantasy
10019,Comedy
10019,Romance
10019,Fantasy
277,Fantasy
277,Action
277,Thriller
4523,Comedy
4523,Family
4523,Fantasy
4523,Romance
879,Adventure
879,Fantasy
879,Comedy
879,Family
283366,Fantasy
283366,Adventure
283366,Drama
283366,Family
18937,Fantasy
18937,Animation
18937,Drama
18937,Romance
18937,Family
338952,Fantasy
338952,Adventure
846867,Animation
846867,Fantasy
846867,Horror
846867,Sci-Fi
261102,Romance
261102,Drama
261102,Fantasy
261102,Comedy
337401,Adventure
337401,Fantasy
337401,Action
84175,Drama
84175,Fantasy
150689,Romance
150689,Fantasy
150689,Family
150689,Drama
41216,Animation
41216,Adventure
41216,Family
41216,Fantasy
76535,Sci-Fi
76535,Fantasy
76535,Adventure
76535,Action
76535,Comedy
446894,Family
446894,Comedy
446894,Adventure
446894,Animation
446894,Fantasy
353486,Adventure
353486,Comedy
353486,Fantasy
353486,Action
11708,Family
11708,Adventure
11708,Fantasy
11708,Comedy
5994,Comedy
5994,Drama
5994,Romance
5994,Fantasy
25475,Animation
25475,Family
25475,Adventure
25475,Fantasy
13682,Family
13682,Animation
13682,Comedy
13682,Fantasy
27850,Fantasy
27850,Comedy
11497,Drama
11497,Animation
11497,Family
11497,Comedy
11497,Fantasy
2300,Family
2300,Animation
2300,Sci-Fi
2300,Fantasy
2300,Comedy
795,Romance
795,Drama
795,Fantasy
9387,Adventure
9387,Fantasy
9387,Action
18198,Animation
18198,Fantasy
18198,Family
759175,Action
759175,Fantasy
1226863,Family
1226863,Comedy
1226863,Adventure
1226863,Fantasy
1226863,Animation
1001865,Animation
1001865,Family
1001865,Fantasy
668482,Family
668482,Comedy
668482,Fantasy
16910,Animation
16910,Adventure
16910,Fantasy
11319,Fantasy
11319,Family
11319,Animation
11319,Adventure
228161,Fantasy
228161,Comedy
228161,Animation
228161,Sci-Fi
228161,Family
9647,Fantasy
9647,Comedy
9647,Drama
2179,Comedy
2179,Fantasy
2179,Adventure
601796,Sci-Fi
601796,Action
601796,Fantasy
601796,Adventure
8871,Family
8871,Comedy
8871,Fantasy
424781,Fantasy
424781,Sci-Fi
424781,Comedy
9374,Comedy
9374,Fantasy
9374,Horror
9100,Horror
9100,Drama
9100,Fantasy
10096,Comedy
10096,Fantasy
10096,Romance
10195,Adventure
10195,Fantasy
10195,Action
11253,Fantasy
11253,Action
325189,Family
325189,Comedy
325189,Fantasy
159824,Animation
159824,Comedy
159824,Family
159824,Fantasy
6435,Romance
6435,Comedy
6435,Fantasy
571891,Animation
571891,Adventure
571891,Fantasy
571891,Action
571891,Family
44683,Animation
44683,Adventure
44683,Family
44683,Fantasy
635910,Horror
635910,Fantasy
10510,Fantasy
10510,Drama
10510,Family
4244,Fantasy
4244,Comedy
4244,Family
15849,Horror
15849,Fantasy
21481,Comedy
21481,Drama
21481,Family
21481,Fantasy
755566,Action
755566,Fantasy
755566,Horror
755566,Comedy
755566,Thriller
7985,Fantasy
7985,Comedy
7985,Romance
36897,Animation
36897,Family
36897,Action
36897,Adventure
36897,Drama
36897,Fantasy
12599,Adventure
12599,Fantasy
12599,Animation
12599,Sci-Fi
12599,Family
253980,Action
253980,Comedy
253980,Fantasy
1870,Comedy
1870,Crime
1870,Adventure
1870,Fantasy
10837,Adventure
10837,Animation
10837,Family
10837,Comedy
10837,Fantasy
8967,Drama
8967,Fantasy
310,Fantasy
310,Comedy
974262,Fantasy
974262,Adventure
974262,Family
974262,Comedy
5255,Animation
5255,Family
5255,Fantasy
5255,Adventure
524216,Fantasy
524216,Horror
1875,Comedy
1875,Crime
1875,Adventure
1875,Fantasy
13155,Adventure
13155,Family
13155,Fantasy
662546,Family
662546,Fantasy
662546,Comedy
